trade_date,inflation_rate,interest_rate,real_interest_rate,inflation_trend,interest_rate_trend,macro_environment
2017-09-08,5.38,6.43,1.0499999999999998,0.009999999999999787,0.019999999999999574,Tight
2017-09-11,5.41,6.44,1.0300000000000002,0.03000000000000025,0.010000000000000675,Tight
2017-09-12,5.37,6.43,1.0599999999999996,-0.040000000000000036,-0.010000000000000675,Tight
2017-09-13,5.37,6.43,1.0599999999999996,0.0,0.0,Tight
2017-09-14,5.39,6.44,1.0500000000000007,0.019999999999999574,0.010000000000000675,Tight
2017-09-15,5.39,6.42,1.0300000000000002,0.0,-0.020000000000000462,Tight
2017-09-18,5.35,6.44,1.0900000000000007,-0.040000000000000036,0.020000000000000462,Tight
2017-09-19,5.36,6.44,1.08,0.010000000000000675,0.0,Tight
2017-09-20,5.33,6.41,1.08,-0.03000000000000025,-0.03000000000000025,Tight
2017-09-21,5.34,6.41,1.0700000000000003,0.009999999999999787,0.0,Tight
2017-09-22,5.36,6.41,1.0499999999999998,0.020000000000000462,0.0,Tight
2017-09-25,5.35,6.42,1.0700000000000003,-0.010000000000000675,0.009999999999999787,Tight
2017-09-26,5.36,6.4,1.04,0.010000000000000675,-0.019999999999999574,Tight
2017-09-27,5.38,6.41,1.0300000000000002,0.019999999999999574,0.009999999999999787,Tight
2017-09-28,5.39,6.4,1.0100000000000007,0.009999999999999787,-0.009999999999999787,Tight
2017-09-29,5.38,6.38,1.0,-0.009999999999999787,-0.020000000000000462,Tight
2017-10-02,5.36,6.35,0.9899999999999993,-0.019999999999999574,-0.03000000000000025,Tight
2017-10-03,5.36,6.33,0.9699999999999998,0.0,-0.019999999999999574,Tight
2017-10-04,5.34,6.35,1.0099999999999998,-0.020000000000000462,0.019999999999999574,Tight
2017-10-05,5.32,6.33,1.0099999999999998,-0.019999999999999574,-0.019999999999999574,Tight
2017-10-06,5.32,6.3,0.9799999999999995,0.0,-0.03000000000000025,Tight
2017-10-09,5.32,6.33,1.0099999999999998,0.0,0.03000000000000025,Tight
2017-10-10,5.35,6.3,0.9500000000000002,0.02999999999999936,-0.03000000000000025,Tight
2017-10-11,5.33,6.32,0.9900000000000002,-0.019999999999999574,0.020000000000000462,Tight
2017-10-12,5.33,6.3,0.9699999999999998,0.0,-0.020000000000000462,Tight
2017-10-13,5.36,6.31,0.9499999999999993,0.03000000000000025,0.009999999999999787,Tight
2017-10-16,5.35,6.29,0.9400000000000004,-0.010000000000000675,-0.019999999999999574,Tight
2017-10-17,5.33,6.32,0.9900000000000002,-0.019999999999999574,0.03000000000000025,Tight
2017-10-18,5.34,6.34,1.0,0.009999999999999787,0.019999999999999574,Tight
2017-10-19,5.32,6.32,1.0,-0.019999999999999574,-0.019999999999999574,Tight
2017-10-20,5.31,6.32,1.0100000000000007,-0.010000000000000675,0.0,Tight
2017-10-23,5.3,6.33,1.0300000000000002,-0.009999999999999787,0.009999999999999787,Tight
2017-10-24,5.31,6.36,1.0500000000000007,0.009999999999999787,0.03000000000000025,Tight
2017-10-25,5.33,6.38,1.0499999999999998,0.020000000000000462,0.019999999999999574,Tight
2017-10-26,5.37,6.39,1.0199999999999996,0.040000000000000036,0.009999999999999787,Tight
2017-10-27,5.35,6.41,1.0600000000000005,-0.020000000000000462,0.020000000000000462,Tight
2017-10-30,5.36,6.43,1.0699999999999994,0.010000000000000675,0.019999999999999574,Tight
2017-10-31,5.32,6.43,1.1099999999999994,-0.040000000000000036,0.0,Tight
2017-11-01,5.34,6.4,1.0600000000000005,0.019999999999999574,-0.02999999999999936,Tight
2017-11-02,5.33,6.39,1.0599999999999996,-0.009999999999999787,-0.010000000000000675,Tight
2017-11-03,5.36,6.4,1.04,0.03000000000000025,0.010000000000000675,Tight
2017-11-06,5.37,6.42,1.0499999999999998,0.009999999999999787,0.019999999999999574,Tight
2017-11-07,5.38,6.44,1.0600000000000005,0.009999999999999787,0.020000000000000462,Tight
2017-11-08,5.37,6.42,1.0499999999999998,-0.009999999999999787,-0.020000000000000462,Tight
2017-11-09,5.36,6.45,1.0899999999999999,-0.009999999999999787,0.03000000000000025,Tight
2017-11-10,5.36,6.41,1.0499999999999998,0.0,-0.040000000000000036,Tight
2017-11-13,5.38,6.43,1.0499999999999998,0.019999999999999574,0.019999999999999574,Tight
2017-11-14,5.34,6.43,1.0899999999999999,-0.040000000000000036,0.0,Tight
2017-11-15,5.33,6.44,1.1100000000000003,-0.009999999999999787,0.010000000000000675,Tight
2017-11-16,5.36,6.43,1.0699999999999994,0.03000000000000025,-0.010000000000000675,Tight
2017-11-17,5.33,6.43,1.0999999999999996,-0.03000000000000025,0.0,Tight
2017-11-20,5.34,6.44,1.1000000000000005,0.009999999999999787,0.010000000000000675,Tight
2017-11-21,5.32,6.44,1.12,-0.019999999999999574,0.0,Tight
2017-11-22,5.34,6.46,1.12,0.019999999999999574,0.019999999999999574,Tight
2017-11-23,5.34,6.44,1.1000000000000005,0.0,-0.019999999999999574,Tight
2017-11-24,5.37,6.42,1.0499999999999998,0.03000000000000025,-0.020000000000000462,Tight
2017-11-27,5.34,6.44,1.1000000000000005,-0.03000000000000025,0.020000000000000462,Tight
2017-11-28,5.3,6.43,1.13,-0.040000000000000036,-0.010000000000000675,Tight
2017-11-29,5.33,6.45,1.12,0.03000000000000025,0.020000000000000462,Tight
2017-11-30,5.33,6.45,1.12,0.0,0.0,Tight
2017-12-01,5.33,6.46,1.13,0.0,0.009999999999999787,Tight
2017-12-04,5.33,6.45,1.12,0.0,-0.009999999999999787,Tight
2017-12-05,5.34,6.47,1.13,0.009999999999999787,0.019999999999999574,Tight
2017-12-06,5.35,6.45,1.1000000000000005,0.009999999999999787,-0.019999999999999574,Tight
2017-12-07,5.36,6.41,1.0499999999999998,0.010000000000000675,-0.040000000000000036,Tight
2017-12-08,5.37,6.42,1.0499999999999998,0.009999999999999787,0.009999999999999787,Tight
2017-12-11,5.37,6.41,1.04,0.0,-0.009999999999999787,Tight
2017-12-12,5.35,6.45,1.1000000000000005,-0.020000000000000462,0.040000000000000036,Tight
2017-12-13,5.37,6.46,1.0899999999999999,0.020000000000000462,0.009999999999999787,Tight
2017-12-14,5.38,6.43,1.0499999999999998,0.009999999999999787,-0.03000000000000025,Tight
2017-12-15,5.35,6.46,1.1100000000000003,-0.03000000000000025,0.03000000000000025,Tight
2017-12-18,5.32,6.49,1.17,-0.02999999999999936,0.03000000000000025,Tight
2017-12-19,5.34,6.49,1.1500000000000004,0.019999999999999574,0.0,Tight
2017-12-20,5.32,6.47,1.1499999999999995,-0.019999999999999574,-0.020000000000000462,Tight
2017-12-21,5.33,6.46,1.13,0.009999999999999787,-0.009999999999999787,Tight
2017-12-22,5.31,6.48,1.1700000000000008,-0.020000000000000462,0.020000000000000462,Tight
2017-12-25,5.31,6.45,1.1400000000000006,0.0,-0.03000000000000025,Tight
2017-12-26,5.31,6.43,1.12,0.0,-0.020000000000000462,Tight
2017-12-27,5.34,6.41,1.0700000000000003,0.03000000000000025,-0.019999999999999574,Tight
2017-12-28,5.34,6.4,1.0600000000000005,0.0,-0.009999999999999787,Tight
2017-12-29,5.37,6.41,1.04,0.03000000000000025,0.009999999999999787,Tight
2018-01-01,5.37,6.4,1.0300000000000002,0.0,-0.009999999999999787,Tight
2018-01-02,5.35,6.39,1.04,-0.020000000000000462,-0.010000000000000675,Tight
2018-01-03,5.35,6.4,1.0500000000000007,0.0,0.010000000000000675,Tight
2018-01-04,5.33,6.41,1.08,-0.019999999999999574,0.009999999999999787,Tight
2018-01-05,5.32,6.38,1.0599999999999996,-0.009999999999999787,-0.03000000000000025,Tight
2018-01-08,5.31,6.35,1.04,-0.010000000000000675,-0.03000000000000025,Tight
2018-01-09,5.34,6.32,0.9800000000000004,0.03000000000000025,-0.02999999999999936,Tight
2018-01-10,5.33,6.3,0.9699999999999998,-0.009999999999999787,-0.020000000000000462,Tight
2018-01-11,5.33,6.31,0.9799999999999995,0.0,0.009999999999999787,Tight
2018-01-12,5.32,6.3,0.9799999999999995,-0.009999999999999787,-0.009999999999999787,Tight
2018-01-15,5.34,6.31,0.9699999999999998,0.019999999999999574,0.009999999999999787,Tight
2018-01-16,5.29,6.32,1.0300000000000002,-0.04999999999999982,0.010000000000000675,Tight
2018-01-17,5.28,6.33,1.0499999999999998,-0.009999999999999787,0.009999999999999787,Tight
2018-01-18,5.28,6.34,1.0599999999999996,0.0,0.009999999999999787,Tight
2018-01-19,5.28,6.31,1.0299999999999994,0.0,-0.03000000000000025,Tight
2018-01-22,5.27,6.3,1.0300000000000002,-0.010000000000000675,-0.009999999999999787,Tight
2018-01-23,5.25,6.3,1.0499999999999998,-0.019999999999999574,0.0,Tight
2018-01-24,5.28,6.3,1.0199999999999996,0.03000000000000025,0.0,Tight
2018-01-25,5.31,6.3,0.9900000000000002,0.02999999999999936,0.0,Tight
2018-01-26,5.31,6.3,0.9900000000000002,0.0,0.0,Tight
2018-01-29,5.32,6.3,0.9799999999999995,0.010000000000000675,0.0,Tight
2018-01-30,5.31,6.3,0.9900000000000002,-0.010000000000000675,0.0,Tight
2018-01-31,5.28,6.28,1.0,-0.02999999999999936,-0.019999999999999574,Tight
2018-02-01,5.27,6.28,1.0100000000000007,-0.010000000000000675,0.0,Tight
2018-02-02,5.31,6.29,0.9800000000000004,0.040000000000000036,0.009999999999999787,Tight
2018-02-05,5.29,6.33,1.04,-0.019999999999999574,0.040000000000000036,Tight
2018-02-06,5.26,6.35,1.0899999999999999,-0.03000000000000025,0.019999999999999574,Tight
2018-02-07,5.26,6.34,1.08,0.0,-0.009999999999999787,Tight
2018-02-08,5.25,6.36,1.1100000000000003,-0.009999999999999787,0.020000000000000462,Tight
2018-02-09,5.24,6.37,1.13,-0.009999999999999787,0.009999999999999787,Tight
2018-02-12,5.25,6.4,1.1500000000000004,0.009999999999999787,0.03000000000000025,Tight
2018-02-13,5.25,6.41,1.1600000000000001,0.0,0.009999999999999787,Tight
2018-02-14,5.21,6.41,1.2000000000000002,-0.040000000000000036,0.0,Tight
2018-02-15,5.24,6.39,1.1499999999999995,0.03000000000000025,-0.020000000000000462,Tight
2018-02-16,5.26,6.39,1.13,0.019999999999999574,0.0,Tight
2018-02-19,5.27,6.37,1.1000000000000005,0.009999999999999787,-0.019999999999999574,Tight
2018-02-20,5.28,6.39,1.1099999999999994,0.010000000000000675,0.019999999999999574,Tight
2018-02-21,5.27,6.41,1.1400000000000006,-0.010000000000000675,0.020000000000000462,Tight
2018-02-22,5.28,6.4,1.12,0.010000000000000675,-0.009999999999999787,Tight
2018-02-23,5.28,6.42,1.1399999999999997,0.0,0.019999999999999574,Tight
2018-02-26,5.27,6.45,1.1800000000000006,-0.010000000000000675,0.03000000000000025,Tight
2018-02-27,5.28,6.48,1.2000000000000002,0.010000000000000675,0.03000000000000025,Tight
2018-02-28,5.32,6.48,1.1600000000000001,0.040000000000000036,0.0,Tight
2018-03-01,5.32,6.45,1.13,0.0,-0.03000000000000025,Tight
2018-03-02,5.31,6.44,1.1300000000000008,-0.010000000000000675,-0.009999999999999787,Tight
2018-03-05,5.29,6.47,1.1799999999999997,-0.019999999999999574,0.02999999999999936,Tight
2018-03-06,5.29,6.45,1.1600000000000001,0.0,-0.019999999999999574,Tight
2018-03-07,5.29,6.45,1.1600000000000001,0.0,0.0,Tight
2018-03-08,5.33,6.43,1.0999999999999996,0.040000000000000036,-0.020000000000000462,Tight
2018-03-09,5.3,6.41,1.1100000000000003,-0.03000000000000025,-0.019999999999999574,Tight
2018-03-12,5.29,6.43,1.1399999999999997,-0.009999999999999787,0.019999999999999574,Tight
2018-03-13,5.28,6.42,1.1399999999999997,-0.009999999999999787,-0.009999999999999787,Tight
2018-03-14,5.27,6.42,1.1500000000000004,-0.010000000000000675,0.0,Tight
2018-03-15,5.27,6.41,1.1400000000000006,0.0,-0.009999999999999787,Tight
2018-03-16,5.27,6.42,1.1500000000000004,0.0,0.009999999999999787,Tight
2018-03-19,5.24,6.44,1.2000000000000002,-0.02999999999999936,0.020000000000000462,Tight
2018-03-20,5.25,6.41,1.1600000000000001,0.009999999999999787,-0.03000000000000025,Tight
2018-03-21,5.26,6.42,1.1600000000000001,0.009999999999999787,0.009999999999999787,Tight
2018-03-22,5.28,6.42,1.1399999999999997,0.020000000000000462,0.0,Tight
2018-03-23,5.3,6.4,1.1000000000000005,0.019999999999999574,-0.019999999999999574,Tight
2018-03-26,5.27,6.39,1.12,-0.03000000000000025,-0.010000000000000675,Tight
2018-03-27,5.28,6.39,1.1099999999999994,0.010000000000000675,0.0,Tight
2018-03-28,5.29,6.38,1.0899999999999999,0.009999999999999787,-0.009999999999999787,Tight
2018-03-29,5.28,6.38,1.0999999999999996,-0.009999999999999787,0.0,Tight
2018-03-30,5.28,6.37,1.0899999999999999,0.0,-0.009999999999999787,Tight
2018-04-02,5.27,6.35,1.08,-0.010000000000000675,-0.020000000000000462,Tight
2018-04-03,5.28,6.35,1.0699999999999994,0.010000000000000675,0.0,Tight
2018-04-04,5.28,6.36,1.08,0.0,0.010000000000000675,Tight
2018-04-05,5.3,6.36,1.0600000000000005,0.019999999999999574,0.0,Tight
2018-04-06,5.31,6.38,1.0700000000000003,0.009999999999999787,0.019999999999999574,Tight
2018-04-09,5.34,6.37,1.0300000000000002,0.03000000000000025,-0.009999999999999787,Tight
2018-04-10,5.32,6.37,1.0499999999999998,-0.019999999999999574,0.0,Tight
2018-04-11,5.34,6.38,1.04,0.019999999999999574,0.009999999999999787,Tight
2018-04-12,5.35,6.36,1.0100000000000007,0.009999999999999787,-0.019999999999999574,Tight
2018-04-13,5.4,6.33,0.9299999999999997,0.05000000000000071,-0.03000000000000025,Tight
2018-04-16,5.42,6.34,0.9199999999999999,0.019999999999999574,0.009999999999999787,Tight
2018-04-17,5.43,6.34,0.9100000000000001,0.009999999999999787,0.0,Tight
2018-04-18,5.43,6.35,0.9199999999999999,0.0,0.009999999999999787,Tight
2018-04-19,5.42,6.36,0.9400000000000004,-0.009999999999999787,0.010000000000000675,Tight
2018-04-20,5.39,6.35,0.96,-0.03000000000000025,-0.010000000000000675,Tight
2018-04-23,5.34,6.37,1.0300000000000002,-0.04999999999999982,0.020000000000000462,Tight
2018-04-24,5.36,6.36,1.0,0.020000000000000462,-0.009999999999999787,Tight
2018-04-25,5.35,6.34,0.9900000000000002,-0.010000000000000675,-0.020000000000000462,Tight
2018-04-26,5.34,6.32,0.9800000000000004,-0.009999999999999787,-0.019999999999999574,Tight
2018-04-27,5.32,6.33,1.0099999999999998,-0.019999999999999574,0.009999999999999787,Tight
2018-04-30,5.28,6.34,1.0599999999999996,-0.040000000000000036,0.009999999999999787,Tight
2018-05-01,5.29,6.32,1.0300000000000002,0.009999999999999787,-0.019999999999999574,Tight
2018-05-02,5.29,6.33,1.04,0.0,0.009999999999999787,Tight
2018-05-03,5.28,6.33,1.0499999999999998,-0.009999999999999787,0.0,Tight
2018-05-04,5.29,6.34,1.0499999999999998,0.009999999999999787,0.009999999999999787,Tight
2018-05-07,5.27,6.34,1.0700000000000003,-0.020000000000000462,0.0,Tight
2018-05-08,5.25,6.33,1.08,-0.019999999999999574,-0.009999999999999787,Tight
2018-05-09,5.25,6.32,1.0700000000000003,0.0,-0.009999999999999787,Tight
2018-05-10,5.22,6.31,1.0899999999999999,-0.03000000000000025,-0.010000000000000675,Tight
2018-05-11,5.23,6.29,1.0599999999999996,0.010000000000000675,-0.019999999999999574,Tight
2018-05-14,5.23,6.32,1.0899999999999999,0.0,0.03000000000000025,Tight
2018-05-15,5.27,6.33,1.0600000000000005,0.03999999999999915,0.009999999999999787,Tight
2018-05-16,5.25,6.32,1.0700000000000003,-0.019999999999999574,-0.009999999999999787,Tight
2018-05-17,5.26,6.33,1.0700000000000003,0.009999999999999787,0.009999999999999787,Tight
2018-05-18,5.26,6.34,1.08,0.0,0.009999999999999787,Tight
2018-05-21,5.23,6.3,1.0699999999999994,-0.02999999999999936,-0.040000000000000036,Tight
2018-05-22,5.24,6.28,1.04,0.009999999999999787,-0.019999999999999574,Tight
2018-05-23,5.22,6.26,1.04,-0.020000000000000462,-0.020000000000000462,Tight
2018-05-24,5.25,6.24,0.9900000000000002,0.03000000000000025,-0.019999999999999574,Tight
2018-05-25,5.23,6.23,1.0,-0.019999999999999574,-0.009999999999999787,Tight
2018-05-28,5.22,6.23,1.0100000000000007,-0.010000000000000675,0.0,Tight
2018-05-29,5.24,6.24,1.0,0.020000000000000462,0.009999999999999787,Tight
2018-05-30,5.26,6.22,0.96,0.019999999999999574,-0.020000000000000462,Tight
2018-05-31,5.29,6.22,0.9299999999999997,0.03000000000000025,0.0,Tight
2018-06-01,5.29,6.22,0.9299999999999997,0.0,0.0,Tight
2018-06-04,5.27,6.2,0.9300000000000006,-0.020000000000000462,-0.019999999999999574,Tight
2018-06-05,5.28,6.21,0.9299999999999997,0.010000000000000675,0.009999999999999787,Tight
2018-06-06,5.29,6.19,0.9000000000000004,0.009999999999999787,-0.019999999999999574,Tight
2018-06-07,5.28,6.2,0.9199999999999999,-0.009999999999999787,0.009999999999999787,Tight
2018-06-08,5.3,6.21,0.9100000000000001,0.019999999999999574,0.009999999999999787,Tight
2018-06-11,5.31,6.22,0.9100000000000001,0.009999999999999787,0.009999999999999787,Tight
2018-06-12,5.3,6.2,0.9000000000000004,-0.009999999999999787,-0.019999999999999574,Tight
2018-06-13,5.3,6.19,0.8900000000000006,0.0,-0.009999999999999787,Tight
2018-06-14,5.29,6.18,0.8899999999999997,-0.009999999999999787,-0.010000000000000675,Tight
2018-06-15,5.28,6.18,0.8999999999999995,-0.009999999999999787,0.0,Tight
2018-06-18,5.25,6.2,0.9500000000000002,-0.03000000000000025,0.020000000000000462,Tight
2018-06-19,5.25,6.21,0.96,0.0,0.009999999999999787,Tight
2018-06-20,5.24,6.2,0.96,-0.009999999999999787,-0.009999999999999787,Tight
2018-06-21,5.22,6.18,0.96,-0.020000000000000462,-0.020000000000000462,Tight
2018-06-22,5.24,6.17,0.9299999999999997,0.020000000000000462,-0.009999999999999787,Tight
2018-06-25,5.23,6.17,0.9399999999999995,-0.009999999999999787,0.0,Tight
2018-06-26,5.25,6.16,0.9100000000000001,0.019999999999999574,-0.009999999999999787,Tight
2018-06-27,5.26,6.16,0.9000000000000004,0.009999999999999787,0.0,Tight
2018-06-28,5.22,6.15,0.9300000000000006,-0.040000000000000036,-0.009999999999999787,Tight
2018-06-29,5.26,6.14,0.8799999999999999,0.040000000000000036,-0.010000000000000675,Tight
2018-07-02,5.26,6.12,0.8600000000000003,0.0,-0.019999999999999574,Tight
2018-07-03,5.26,6.11,0.8500000000000005,0.0,-0.009999999999999787,Tight
2018-07-04,5.26,6.1,0.8399999999999999,0.0,-0.010000000000000675,Tight
2018-07-05,5.27,6.12,0.8500000000000005,0.009999999999999787,0.020000000000000462,Tight
2018-07-06,5.3,6.11,0.8100000000000005,0.03000000000000025,-0.009999999999999787,Tight
2018-07-09,5.3,6.1,0.7999999999999998,0.0,-0.010000000000000675,Tight
2018-07-10,5.31,6.13,0.8200000000000003,0.009999999999999787,0.03000000000000025,Tight
2018-07-11,5.28,6.14,0.8599999999999994,-0.02999999999999936,0.009999999999999787,Tight
2018-07-12,5.3,6.14,0.8399999999999999,0.019999999999999574,0.0,Tight
2018-07-13,5.27,6.13,0.8600000000000003,-0.03000000000000025,-0.009999999999999787,Tight
2018-07-16,5.3,6.11,0.8100000000000005,0.03000000000000025,-0.019999999999999574,Tight
2018-07-17,5.28,6.12,0.8399999999999999,-0.019999999999999574,0.009999999999999787,Tight
2018-07-18,5.31,6.11,0.8000000000000007,0.02999999999999936,-0.009999999999999787,Tight
2018-07-19,5.32,6.08,0.7599999999999998,0.010000000000000675,-0.03000000000000025,Tight
2018-07-20,5.32,6.07,0.75,0.0,-0.009999999999999787,Tight
2018-07-23,5.34,6.05,0.71,0.019999999999999574,-0.020000000000000462,Tight
2018-07-24,5.3,6.05,0.75,-0.040000000000000036,0.0,Tight
2018-07-25,5.29,6.06,0.7699999999999996,-0.009999999999999787,0.009999999999999787,Tight
2018-07-26,5.32,6.07,0.75,0.03000000000000025,0.010000000000000675,Tight
2018-07-27,5.33,6.08,0.75,0.009999999999999787,0.009999999999999787,Tight
2018-07-30,5.31,6.07,0.7600000000000007,-0.020000000000000462,-0.009999999999999787,Tight
2018-07-31,5.29,6.07,0.7800000000000002,-0.019999999999999574,0.0,Tight
2018-08-01,5.3,6.08,0.7800000000000002,0.009999999999999787,0.009999999999999787,Tight
2018-08-02,5.31,6.08,0.7700000000000005,0.009999999999999787,0.0,Tight
2018-08-03,5.31,6.06,0.75,0.0,-0.020000000000000462,Tight
2018-08-06,5.29,6.07,0.7800000000000002,-0.019999999999999574,0.010000000000000675,Tight
2018-08-07,5.29,6.06,0.7699999999999996,0.0,-0.010000000000000675,Tight
2018-08-08,5.27,6.1,0.8300000000000001,-0.020000000000000462,0.040000000000000036,Tight
2018-08-09,5.3,6.09,0.79,0.03000000000000025,-0.009999999999999787,Tight
2018-08-10,5.32,6.09,0.7699999999999996,0.020000000000000462,0.0,Tight
2018-08-13,5.29,6.09,0.7999999999999998,-0.03000000000000025,0.0,Tight
2018-08-14,5.25,6.09,0.8399999999999999,-0.040000000000000036,0.0,Tight
2018-08-15,5.29,6.05,0.7599999999999998,0.040000000000000036,-0.040000000000000036,Tight
2018-08-16,5.33,6.04,0.71,0.040000000000000036,-0.009999999999999787,Tight
2018-08-17,5.36,6.03,0.6699999999999999,0.03000000000000025,-0.009999999999999787,Tight
2018-08-20,5.35,6.01,0.6600000000000001,-0.010000000000000675,-0.020000000000000462,Tight
2018-08-21,5.34,6.02,0.6799999999999997,-0.009999999999999787,0.009999999999999787,Tight
2018-08-22,5.36,6.02,0.6599999999999993,0.020000000000000462,0.0,Tight
2018-08-23,5.36,5.99,0.6299999999999999,0.0,-0.02999999999999936,Tight
2018-08-24,5.35,5.95,0.6000000000000005,-0.010000000000000675,-0.040000000000000036,Tight
2018-08-27,5.34,5.94,0.6000000000000005,-0.009999999999999787,-0.009999999999999787,Tight
2018-08-28,5.35,5.95,0.6000000000000005,0.009999999999999787,0.009999999999999787,Tight
2018-08-29,5.33,5.96,0.6299999999999999,-0.019999999999999574,0.009999999999999787,Tight
2018-08-30,5.33,5.95,0.6200000000000001,0.0,-0.009999999999999787,Tight
2018-08-31,5.32,5.97,0.6499999999999995,-0.009999999999999787,0.019999999999999574,Tight
2018-09-03,5.32,5.98,0.6600000000000001,0.0,0.010000000000000675,Tight
2018-09-04,5.36,5.97,0.6099999999999994,0.040000000000000036,-0.010000000000000675,Tight
2018-09-05,5.36,5.98,0.6200000000000001,0.0,0.010000000000000675,Tight
2018-09-06,5.36,5.97,0.6099999999999994,0.0,-0.010000000000000675,Tight
2018-09-07,5.4,5.97,0.5699999999999994,0.040000000000000036,0.0,Tight
2018-09-10,5.38,5.96,0.5800000000000001,-0.020000000000000462,-0.009999999999999787,Tight
2018-09-11,5.38,5.99,0.6100000000000003,0.0,0.03000000000000025,Tight
2018-09-12,5.41,5.99,0.5800000000000001,0.03000000000000025,0.0,Tight
2018-09-13,5.42,6.0,0.5800000000000001,0.009999999999999787,0.009999999999999787,Tight
2018-09-14,5.45,6.0,0.5499999999999998,0.03000000000000025,0.0,Tight
2018-09-17,5.42,6.02,0.5999999999999996,-0.03000000000000025,0.019999999999999574,Tight
2018-09-18,5.46,6.01,0.5499999999999998,0.040000000000000036,-0.009999999999999787,Tight
2018-09-19,5.44,6.0,0.5599999999999996,-0.019999999999999574,-0.009999999999999787,Tight
2018-09-20,5.45,6.0,0.5499999999999998,0.009999999999999787,0.0,Tight
2018-09-21,5.47,6.0,0.5300000000000002,0.019999999999999574,0.0,Tight
2018-09-24,5.47,5.99,0.5200000000000005,0.0,-0.009999999999999787,Tight
2018-09-25,5.48,5.99,0.5099999999999998,0.010000000000000675,0.0,Tight
2018-09-26,5.5,5.99,0.4900000000000002,0.019999999999999574,0.0,Tight
2018-09-27,5.5,6.0,0.5,0.0,0.009999999999999787,Tight
2018-09-28,5.49,6.0,0.5099999999999998,-0.009999999999999787,0.0,Tight
2018-10-01,5.48,6.01,0.5299999999999994,-0.009999999999999787,0.009999999999999787,Tight
2018-10-02,5.5,6.0,0.5,0.019999999999999574,-0.009999999999999787,Tight
2018-10-03,5.49,6.01,0.5199999999999996,-0.009999999999999787,0.009999999999999787,Tight
2018-10-04,5.51,6.0,0.4900000000000002,0.019999999999999574,-0.009999999999999787,Tight
2018-10-05,5.57,6.01,0.4399999999999995,0.0600000000000005,0.009999999999999787,Tight
2018-10-08,5.59,6.02,0.4299999999999997,0.019999999999999574,0.009999999999999787,Tight
2018-10-09,5.59,6.02,0.4299999999999997,0.0,0.0,Tight
2018-10-10,5.59,6.01,0.41999999999999993,0.0,-0.009999999999999787,Tight
2018-10-11,5.57,6.04,0.46999999999999975,-0.019999999999999574,0.03000000000000025,Tight
2018-10-12,5.58,6.03,0.4500000000000002,0.009999999999999787,-0.009999999999999787,Tight
2018-10-15,5.58,6.05,0.46999999999999975,0.0,0.019999999999999574,Tight
2018-10-16,5.6,6.06,0.45999999999999996,0.019999999999999574,0.009999999999999787,Tight
2018-10-17,5.64,6.06,0.41999999999999993,0.040000000000000036,0.0,Tight
2018-10-18,5.62,6.09,0.46999999999999975,-0.019999999999999574,0.03000000000000025,Tight
2018-10-19,5.58,6.06,0.47999999999999954,-0.040000000000000036,-0.03000000000000025,Tight
2018-10-22,5.6,6.05,0.4500000000000002,0.019999999999999574,-0.009999999999999787,Tight
2018-10-23,5.58,6.05,0.46999999999999975,-0.019999999999999574,0.0,Tight
2018-10-24,5.6,6.07,0.47000000000000064,0.019999999999999574,0.020000000000000462,Tight
2018-10-25,5.58,6.05,0.46999999999999975,-0.019999999999999574,-0.020000000000000462,Tight
2018-10-26,5.58,6.07,0.4900000000000002,0.0,0.020000000000000462,Tight
2018-10-29,5.59,6.08,0.4900000000000002,0.009999999999999787,0.009999999999999787,Tight
2018-10-30,5.59,6.08,0.4900000000000002,0.0,0.0,Tight
2018-10-31,5.62,6.06,0.4399999999999995,0.03000000000000025,-0.020000000000000462,Tight
2018-11-01,5.6,6.08,0.4800000000000004,-0.020000000000000462,0.020000000000000462,Tight
2018-11-02,5.62,6.05,0.4299999999999997,0.020000000000000462,-0.03000000000000025,Tight
2018-11-05,5.6,6.05,0.4500000000000002,-0.020000000000000462,0.0,Tight
2018-11-06,5.59,6.07,0.4800000000000004,-0.009999999999999787,0.020000000000000462,Tight
2018-11-07,5.56,6.08,0.5200000000000005,-0.03000000000000025,0.009999999999999787,Tight
2018-11-08,5.57,6.1,0.5299999999999994,0.010000000000000675,0.019999999999999574,Tight
2018-11-09,5.6,6.13,0.5300000000000002,0.02999999999999936,0.03000000000000025,Tight
2018-11-12,5.59,6.13,0.54,-0.009999999999999787,0.0,Tight
2018-11-13,5.62,6.14,0.5199999999999996,0.03000000000000025,0.009999999999999787,Tight
2018-11-14,5.6,6.13,0.5300000000000002,-0.020000000000000462,-0.009999999999999787,Tight
2018-11-15,5.59,6.14,0.5499999999999998,-0.009999999999999787,0.009999999999999787,Tight
2018-11-16,5.6,6.12,0.5200000000000005,0.009999999999999787,-0.019999999999999574,Tight
2018-11-19,5.59,6.1,0.5099999999999998,-0.009999999999999787,-0.020000000000000462,Tight
2018-11-20,5.62,6.1,0.47999999999999954,0.03000000000000025,0.0,Tight
2018-11-21,5.65,6.1,0.4499999999999993,0.03000000000000025,0.0,Tight
2018-11-22,5.61,6.1,0.4899999999999993,-0.040000000000000036,0.0,Tight
2018-11-23,5.63,6.09,0.45999999999999996,0.019999999999999574,-0.009999999999999787,Tight
2018-11-26,5.65,6.1,0.4499999999999993,0.020000000000000462,0.009999999999999787,Tight
