date,index,value
2023-12-04,SENSEX,39033.73
2023-12-05,SENSEX,39118.17
2023-12-06,SENSEX,39216.95
2023-12-07,SENSEX,39368.04
2023-12-08,SENSEX,39410.3
2023-12-11,SENSEX,39373.58
2023-12-12,SENSEX,39491.7
2023-12-13,SENSEX,39610.69
2023-12-14,SENSEX,39610.89
2023-12-15,SENSEX,39666.42
2023-12-18,SENSEX,39555.14
2023-12-19,SENSEX,39581.3
2023-12-20,SENSEX,39684.54
2023-12-21,SENSEX,39720.4
2023-12-22,SENSEX,39696.3
2023-12-25,SENSEX,39632.72
2023-12-26,SENSEX,39695.45
2023-12-27,SENSEX,39620.1
2023-12-28,SENSEX,39496.84
2023-12-29,SENSEX,39554.09
2024-01-01,SENSEX,39940.15
2024-01-02,SENSEX,39832.9
2024-01-03,SENSEX,39835.52
2024-01-04,SENSEX,39755.24
2024-01-05,SENSEX,39813.49
2024-01-08,SENSEX,39845.49
2024-01-09,SENSEX,39810.38
2024-01-10,SENSEX,39571.55
2024-01-11,SENSEX,39540.45
2024-01-12,SENSEX,39499.26
2024-01-15,SENSEX,39213.86
2024-01-16,SENSEX,39429.71
2024-01-17,SENSEX,39358.81
2024-01-18,SENSEX,39272.34
2024-01-19,SENSEX,39543.11
2024-01-22,SENSEX,39533.3
2024-01-23,SENSEX,39892.13
2024-01-24,SENSEX,39829.77
2024-01-25,SENSEX,39898.12
2024-01-26,SENSEX,40074.8
2024-01-29,SENSEX,40244.13
2024-01-30,SENSEX,40123.21
2024-01-31,SENSEX,40256.93
2024-02-01,SENSEX,40422.69
2024-02-02,SENSEX,40419.04
2024-02-05,SENSEX,40310.15
2024-02-06,SENSEX,40477.82
2024-02-07,SENSEX,40487.86
2024-02-08,SENSEX,40522.92
2024-02-09,SENSEX,40395.88
2024-02-12,SENSEX,40477.59
2024-02-13,SENSEX,40394.75
2024-02-14,SENSEX,40348.7
2024-02-15,SENSEX,40347.26
2024-02-16,SENSEX,40312.34
2024-02-19,SENSEX,40215.79
2024-02-20,SENSEX,40234.14
2024-02-21,SENSEX,40249.02
2024-02-22,SENSEX,40499.15
2024-02-23,SENSEX,40425.21
2024-02-26,SENSEX,40535.67
2024-02-27,SENSEX,40470.41
2024-02-28,SENSEX,40482.3
2024-02-29,SENSEX,40401.19
2024-03-01,SENSEX,40439.71
2024-03-04,SENSEX,40675.79
2024-03-05,SENSEX,40893.01
2024-03-06,SENSEX,40823.66
2024-03-07,SENSEX,40656.44
2024-03-08,SENSEX,40740.28
2024-03-11,SENSEX,40880.25
2024-03-12,SENSEX,40963.29
2024-03-13,SENSEX,41057.15
2024-03-14,SENSEX,40915.75
2024-03-15,SENSEX,40998.72
2024-03-18,SENSEX,41015.83
2024-03-19,SENSEX,40895.92
2024-03-20,SENSEX,40883.8
2024-03-21,SENSEX,40902.05
2024-03-22,SENSEX,41006.58
2024-03-25,SENSEX,41136.24
2024-03-26,SENSEX,40983.2
2024-03-27,SENSEX,41066.3
2024-03-28,SENSEX,41087.19
2024-03-29,SENSEX,40999.78
2024-04-01,SENSEX,40828.31
2024-04-02,SENSEX,40807.09
2024-04-03,SENSEX,40859.17
2024-04-04,SENSEX,40822.71
2024-04-05,SENSEX,40994.56
2024-04-08,SENSEX,41177.7
2024-04-09,SENSEX,41219.97
2024-04-10,SENSEX,41150.35
2024-04-11,SENSEX,41210.1
2024-04-12,SENSEX,41010.27
2024-04-15,SENSEX,40969.24
2024-04-16,SENSEX,40981.84
2024-04-17,SENSEX,40902.55
2024-04-18,SENSEX,40946.77
2024-04-19,SENSEX,41057.02
2024-04-22,SENSEX,41003.42
2024-04-23,SENSEX,41016.59
2024-04-24,SENSEX,40977.91
2024-04-25,SENSEX,40960.61
2024-04-26,SENSEX,41050.09
2024-04-29,SENSEX,41046.5
2024-04-30,SENSEX,41159.82
2024-05-01,SENSEX,41081.8
2024-05-02,SENSEX,41025.9
2024-05-03,SENSEX,41196.72
2024-05-06,SENSEX,41266.76
2024-05-07,SENSEX,41365.61
2024-05-08,SENSEX,41325.81
2024-05-09,SENSEX,41416.01
2024-05-10,SENSEX,41425.11
2024-05-13,SENSEX,41432.7
2024-05-14,SENSEX,41390.3
2024-05-15,SENSEX,41338.34
2024-05-16,SENSEX,41549.61
2024-05-17,SENSEX,41770.86
2024-05-20,SENSEX,41813.83
2024-05-21,SENSEX,41829.87
2024-05-22,SENSEX,41732.71
2024-05-23,SENSEX,41495.66
2024-05-24,SENSEX,41472.62
2024-05-27,SENSEX,41560.78
2024-05-28,SENSEX,41512.57
2024-05-29,SENSEX,41487.84
2024-05-30,SENSEX,41450.27
2024-05-31,SENSEX,41302.99
2024-06-03,SENSEX,41387.4
2024-06-04,SENSEX,41497.01
2024-06-05,SENSEX,41572.61
2024-06-06,SENSEX,41586.21
2024-06-07,SENSEX,41699.49
2024-06-10,SENSEX,41788.99
2024-06-11,SENSEX,41861.44
2024-06-12,SENSEX,41845.08
2024-06-13,SENSEX,41898.81
2024-06-14,SENSEX,41833.79
2024-06-17,SENSEX,41747.32
2024-06-18,SENSEX,41688.12
2024-06-19,SENSEX,41693.85
2024-06-20,SENSEX,41738.35
2024-06-21,SENSEX,41654.83
2024-06-24,SENSEX,41739.37
2024-06-25,SENSEX,41699.06
2024-06-26,SENSEX,41699.42
2024-06-27,SENSEX,41773.65
2024-06-28,SENSEX,41715.23
2024-07-01,SENSEX,41599.55
2024-07-02,SENSEX,41432.72
2024-07-03,SENSEX,41529.46
2024-07-04,SENSEX,41591.75
2024-07-05,SENSEX,41543.44
2024-07-08,SENSEX,41737.8
2024-07-09,SENSEX,41655.38
2024-07-10,SENSEX,41670.83
2024-07-11,SENSEX,41524.43
2024-07-12,SENSEX,41525.72
2024-07-15,SENSEX,41577.08
2024-07-16,SENSEX,41568.47
2024-07-17,SENSEX,41708.41
2024-07-18,SENSEX,41633.23
2024-07-19,SENSEX,41583.71
2024-07-22,SENSEX,41593.68
2024-07-23,SENSEX,41684.05
2024-07-24,SENSEX,41736.98
2024-07-25,SENSEX,41653.1
2024-07-26,SENSEX,41770.23
2024-07-29,SENSEX,41723.06
2024-07-30,SENSEX,41644.05
2024-07-31,SENSEX,41747.85
2024-08-01,SENSEX,41677.0
2024-08-02,SENSEX,41767.43
2024-08-05,SENSEX,41824.96
2024-08-06,SENSEX,41744.2
2024-08-07,SENSEX,41659.29
2024-08-08,SENSEX,41665.55
2024-08-09,SENSEX,41403.87
2024-08-12,SENSEX,41526.0
2024-08-13,SENSEX,41656.54
2024-08-14,SENSEX,41756.56
2024-08-15,SENSEX,41767.55
2024-08-16,SENSEX,41646.26
2024-08-19,SENSEX,41533.55
2024-08-20,SENSEX,41709.95
2024-08-21,SENSEX,41884.87
2024-08-22,SENSEX,42030.8
2024-08-23,SENSEX,42002.09
2024-08-26,SENSEX,42104.41
2024-08-27,SENSEX,41991.15
2024-08-28,SENSEX,41930.36
2024-08-29,SENSEX,42102.46
2024-08-30,SENSEX,42168.01
2024-09-02,SENSEX,42372.58
2024-09-03,SENSEX,42257.95
2024-09-04,SENSEX,42306.93
2024-09-05,SENSEX,42411.84
2024-09-06,SENSEX,42362.69
2024-09-09,SENSEX,42526.98
2024-09-10,SENSEX,42581.63
2024-09-11,SENSEX,42462.69
2024-09-12,SENSEX,42384.31
2024-09-13,SENSEX,42381.66
2024-09-16,SENSEX,42417.54
2024-09-17,SENSEX,42613.31
2024-09-18,SENSEX,42555.12
2024-09-19,SENSEX,42746.91
2024-09-20,SENSEX,42546.66
2024-09-23,SENSEX,42545.2
2024-09-24,SENSEX,42256.91
2024-09-25,SENSEX,42390.93
2024-09-26,SENSEX,42537.1
2024-09-27,SENSEX,42415.99
2024-09-30,SENSEX,42345.91
2024-10-01,SENSEX,42284.03
2024-10-02,SENSEX,42495.07
2024-10-03,SENSEX,42595.21
2024-10-04,SENSEX,42507.71
2024-10-07,SENSEX,42436.82
2024-10-08,SENSEX,42353.68
2024-10-09,SENSEX,42379.52
2024-10-10,SENSEX,42502.08
2024-10-11,SENSEX,42389.23
2024-10-14,SENSEX,42433.63
2024-10-15,SENSEX,42432.96
2024-10-16,SENSEX,42511.15
2024-10-17,SENSEX,42461.89
2024-10-18,SENSEX,42254.29
2024-10-21,SENSEX,42114.96
2024-10-22,SENSEX,42077.7
2024-10-23,SENSEX,42023.59
2024-10-24,SENSEX,41797.52
2024-10-25,SENSEX,41932.69
2024-10-28,SENSEX,42048.8
2024-10-29,SENSEX,42089.09
2024-10-30,SENSEX,42131.66
2024-10-31,SENSEX,41930.26
2024-11-01,SENSEX,41750.55
2024-11-04,SENSEX,41746.03
2024-11-05,SENSEX,41836.36
2024-11-06,SENSEX,41876.65
2024-11-07,SENSEX,41859.28
2024-11-08,SENSEX,41917.77
2024-11-11,SENSEX,41778.92
2024-11-12,SENSEX,41818.69
2024-11-13,SENSEX,41791.58
2024-11-14,SENSEX,41844.6
2024-11-15,SENSEX,41916.97
2024-11-18,SENSEX,41845.82
2024-11-19,SENSEX,41937.74
2024-11-20,SENSEX,42112.5
2024-11-21,SENSEX,42196.14
2024-11-22,SENSEX,42106.88
2024-11-25,SENSEX,41897.23
2024-11-26,SENSEX,41814.54
2024-11-27,SENSEX,41824.77
2024-11-28,SENSEX,41812.25
2024-11-29,SENSEX,41964.33
2024-12-02,SENSEX,41952.66
2024-12-03,SENSEX,41718.37
2024-12-04,SENSEX,41443.55
2024-12-05,SENSEX,41326.64
2024-12-06,SENSEX,41124.77
2024-12-09,SENSEX,41203.71
2024-12-10,SENSEX,41365.36
2024-12-11,SENSEX,41437.74
2024-12-12,SENSEX,41424.81
2024-12-13,SENSEX,41625.77
2024-12-16,SENSEX,41769.92
2024-12-17,SENSEX,41912.44
2024-12-18,SENSEX,42042.66
2024-12-19,SENSEX,42059.42
2024-12-20,SENSEX,42065.11
2024-12-23,SENSEX,42138.56
2024-12-24,SENSEX,42497.65
2024-12-25,SENSEX,42454.72
2024-12-26,SENSEX,42534.14
2024-12-27,SENSEX,42457.11
2024-12-30,SENSEX,42506.71
2024-12-31,SENSEX,42410.99
2025-01-01,SENSEX,42321.73
2025-01-02,SENSEX,42310.98
2025-01-03,SENSEX,42257.01
2025-01-06,SENSEX,42331.01
2025-01-07,SENSEX,42300.22
2025-01-08,SENSEX,42147.36
2025-01-09,SENSEX,42151.03
2025-01-10,SENSEX,42075.94
2025-01-13,SENSEX,41979.83
2025-01-14,SENSEX,42037.3
2025-01-15,SENSEX,41993.13
2025-01-16,SENSEX,41978.56
2025-01-17,SENSEX,41893.0
2025-01-20,SENSEX,41896.82
2025-01-21,SENSEX,41843.93
2025-01-22,SENSEX,41717.42
2025-01-23,SENSEX,41532.57
2025-01-24,SENSEX,41525.46
2025-01-27,SENSEX,41517.28
2025-01-28,SENSEX,41495.77
2025-01-29,SENSEX,41709.46
2025-01-30,SENSEX,41764.58
2025-01-31,SENSEX,41849.28
2025-02-03,SENSEX,41666.68
2025-02-04,SENSEX,41947.83
2025-02-05,SENSEX,42046.84
2025-02-06,SENSEX,41967.63
2025-02-07,SENSEX,41980.97
2025-02-10,SENSEX,42058.73
2025-02-11,SENSEX,42187.92
2025-02-12,SENSEX,42268.19
2025-02-13,SENSEX,42195.79
2025-02-14,SENSEX,42222.99
2025-02-17,SENSEX,42263.89
2025-02-18,SENSEX,42276.42
2025-02-19,SENSEX,42024.0
2025-02-20,SENSEX,41901.81
2025-02-21,SENSEX,41937.48
2025-02-24,SENSEX,41856.31
2025-02-25,SENSEX,41843.92
2025-02-26,SENSEX,42105.57
2025-02-27,SENSEX,42188.84
2025-02-28,SENSEX,42183.64
2025-03-03,SENSEX,42193.75
2025-03-04,SENSEX,42298.19
2025-03-05,SENSEX,42233.63
2025-03-06,SENSEX,42047.13
2025-03-07,SENSEX,42027.44
2025-03-10,SENSEX,42324.3
2025-03-11,SENSEX,42399.95
2025-03-12,SENSEX,42287.65
2025-03-13,SENSEX,42490.29
2025-03-14,SENSEX,42589.41
2025-03-17,SENSEX,42521.61
2025-03-18,SENSEX,42303.97
2025-03-19,SENSEX,42481.64
2025-03-20,SENSEX,42837.04
2025-03-21,SENSEX,42783.9
2025-03-24,SENSEX,42758.28
2025-03-25,SENSEX,42940.52
2025-03-26,SENSEX,42998.16
2025-03-27,SENSEX,43059.13
2025-03-28,SENSEX,43130.7
2025-03-31,SENSEX,43237.41
2025-04-01,SENSEX,43301.5
2025-04-02,SENSEX,43258.2
2025-04-03,SENSEX,43177.65
2025-04-04,SENSEX,42920.77
2025-04-07,SENSEX,42893.17
2025-04-08,SENSEX,42741.31
2025-04-09,SENSEX,42927.55
2025-04-10,SENSEX,43098.01
2025-04-11,SENSEX,43234.8
2025-04-14,SENSEX,43289.79
2025-04-15,SENSEX,43158.75
2025-04-16,SENSEX,43155.49
2025-04-17,SENSEX,43239.81
2025-04-18,SENSEX,43266.66
2025-04-21,SENSEX,43123.52
2025-04-22,SENSEX,43307.05
2025-04-23,SENSEX,43323.04
2025-04-24,SENSEX,43358.03
2025-04-25,SENSEX,43227.39
2025-04-28,SENSEX,43417.61
2025-04-29,SENSEX,43539.89
2025-04-30,SENSEX,43615.05
2025-05-01,SENSEX,43605.33
2025-05-02,SENSEX,43633.99
2025-05-05,SENSEX,43614.91
2025-05-06,SENSEX,43502.09
2025-05-07,SENSEX,43488.41
2025-05-08,SENSEX,43440.34
2025-05-09,SENSEX,43301.46
2025-05-12,SENSEX,43501.2
2025-05-13,SENSEX,43445.54
2025-05-14,SENSEX,43598.29
2025-05-15,SENSEX,43669.1
2025-05-16,SENSEX,43671.44
2025-05-19,SENSEX,43639.42
2025-05-20,SENSEX,43682.5
2025-05-21,SENSEX,43713.77
2025-05-22,SENSEX,43655.96
2025-05-23,SENSEX,43695.59
2025-05-26,SENSEX,43809.5
2025-05-27,SENSEX,43936.53
2025-05-28,SENSEX,43942.68
2025-05-29,SENSEX,44054.4
2025-05-30,SENSEX,44179.1
2025-06-02,SENSEX,44085.56
2025-06-03,SENSEX,44208.6
2025-06-04,SENSEX,44178.85
2025-06-05,SENSEX,44151.9
2025-06-06,SENSEX,44340.72
2025-06-09,SENSEX,44435.31
2025-06-10,SENSEX,44541.41
2025-06-11,SENSEX,44433.54
2025-06-12,SENSEX,44376.48
2025-06-13,SENSEX,44455.05
2025-06-16,SENSEX,44393.62
2025-06-17,SENSEX,44430.96
2025-06-18,SENSEX,44464.98
2025-06-19,SENSEX,44423.98
2025-06-20,SENSEX,44456.65
2025-06-23,SENSEX,44555.18
2025-06-24,SENSEX,44645.72
2025-06-25,SENSEX,44607.39
2025-06-26,SENSEX,44551.68
2025-06-27,SENSEX,44512.23
2025-06-30,SENSEX,44623.11
2025-07-01,SENSEX,44543.11
2025-07-02,SENSEX,44386.99
2025-07-03,SENSEX,44297.32
2025-07-04,SENSEX,44277.69
2025-07-07,SENSEX,44222.43
2025-07-08,SENSEX,44494.2
2025-07-09,SENSEX,44572.62
2025-07-10,SENSEX,44717.01
2025-07-11,SENSEX,44644.31
2025-07-14,SENSEX,44435.96
2025-07-15,SENSEX,44396.12
2025-07-16,SENSEX,44638.88
2025-07-17,SENSEX,44683.33
2025-07-18,SENSEX,44711.69
2025-07-21,SENSEX,44564.24
2025-07-22,SENSEX,44692.12
2025-07-23,SENSEX,44607.04
2025-07-24,SENSEX,44835.45
2025-07-25,SENSEX,44709.41
2025-07-28,SENSEX,44817.18
2025-07-29,SENSEX,44727.62
2025-07-30,SENSEX,44854.65
2025-07-31,SENSEX,44910.95
2025-08-01,SENSEX,44803.97
2025-08-04,SENSEX,44696.93
2025-08-05,SENSEX,44811.28
2025-08-06,SENSEX,44822.1
2025-08-07,SENSEX,44911.79
2025-08-08,SENSEX,44916.45
2025-08-11,SENSEX,44709.48
2025-08-12,SENSEX,44863.92
2025-08-13,SENSEX,44930.74
2025-08-14,SENSEX,44895.57
2025-08-15,SENSEX,45112.75
2025-08-18,SENSEX,45032.47
2025-08-19,SENSEX,44972.19
2025-08-20,SENSEX,45236.97
2025-08-21,SENSEX,45202.16
2025-08-22,SENSEX,45182.79
2025-08-25,SENSEX,45028.68
2025-08-26,SENSEX,44973.52
2025-08-27,SENSEX,45158.23
2025-08-28,SENSEX,45277.77
2025-08-29,SENSEX,45339.61
2025-09-01,SENSEX,45220.2
2025-09-02,SENSEX,45404.39
2025-09-03,SENSEX,45336.06
2025-09-04,SENSEX,45161.55
2025-09-05,SENSEX,45206.62
2025-09-08,SENSEX,45210.03
2025-09-09,SENSEX,45304.43
2025-09-10,SENSEX,45177.73
2025-09-11,SENSEX,45342.6
2025-09-12,SENSEX,45496.92
2025-09-15,SENSEX,45399.66
2025-09-16,SENSEX,45538.93
2025-09-17,SENSEX,45445.72
2025-09-18,SENSEX,45365.82
2025-09-19,SENSEX,45435.01
2025-09-22,SENSEX,45629.33
2025-09-23,SENSEX,45585.86
2025-09-24,SENSEX,45501.52
2025-09-25,SENSEX,45583.21
2025-09-26,SENSEX,45803.81
2025-09-29,SENSEX,45952.84
2025-09-30,SENSEX,45910.79
2025-10-01,SENSEX,45840.82
2025-10-02,SENSEX,45905.24
2025-10-03,SENSEX,45963.36
2025-10-06,SENSEX,45882.81
2025-10-07,SENSEX,45882.2
2025-10-08,SENSEX,45936.2
2025-10-09,SENSEX,45916.08
2025-10-10,SENSEX,45980.2
2025-10-13,SENSEX,45822.98
2025-10-14,SENSEX,45982.3
2025-10-15,SENSEX,46228.65
2025-10-16,SENSEX,46284.75
2025-10-17,SENSEX,46374.17
2025-10-20,SENSEX,46412.8
2025-10-21,SENSEX,46342.64
2025-10-22,SENSEX,46519.36
2025-10-23,SENSEX,46417.92
2025-10-24,SENSEX,46558.04
2025-10-27,SENSEX,46309.35
2025-10-28,SENSEX,46461.74
2025-10-29,SENSEX,46434.78
2025-10-30,SENSEX,46358.34
2025-10-31,SENSEX,46326.42
2025-11-03,SENSEX,46479.03
2025-11-04,SENSEX,46481.91
2025-11-05,SENSEX,46571.49
2025-11-06,SENSEX,46748.73
2025-11-07,SENSEX,46778.93
2025-11-10,SENSEX,46967.49
2025-11-11,SENSEX,47002.96
2025-11-12,SENSEX,47123.99
2025-11-13,SENSEX,47202.06
2025-11-14,SENSEX,47126.92
2025-11-17,SENSEX,47186.81
2025-11-18,SENSEX,47278.34
2025-11-19,SENSEX,47295.06
2025-11-20,SENSEX,47205.26
2025-11-21,SENSEX,47150.62
2025-11-24,SENSEX,47176.57
2025-11-25,SENSEX,47080.26
2025-11-26,SENSEX,46968.65
2025-11-27,SENSEX,47103.89
2025-11-28,SENSEX,47220.79
2025-12-01,SENSEX,47335.89
2025-12-02,SENSEX,47480.25
2025-12-03,SENSEX,47648.17
2025-12-04,SENSEX,47624.65
2025-12-05,SENSEX,47530.43
2025-12-08,SENSEX,47620.03
2025-12-09,SENSEX,47600.99
2025-12-10,SENSEX,47768.71
2025-12-11,SENSEX,47854.33
2025-12-12,SENSEX,47884.42
2025-12-15,SENSEX,47991.59
2025-12-16,SENSEX,47916.78
2025-12-17,SENSEX,47861.85
2025-12-18,SENSEX,47979.44
2025-12-19,SENSEX,48058.45
2025-12-22,SENSEX,48267.66
2025-12-23,SENSEX,48267.34
2025-12-24,SENSEX,48162.16
2025-12-25,SENSEX,48122.7
2025-12-26,SENSEX,48266.55
2025-12-29,SENSEX,48296.15
2025-12-30,SENSEX,48338.06
2025-12-31,SENSEX,48324.43
2026-01-01,SENSEX,48304.77
2026-01-02,SENSEX,48419.44
2026-01-05,SENSEX,48432.2
2026-01-06,SENSEX,48467.92
2026-01-07,SENSEX,48524.71
2026-01-08,SENSEX,48376.76
2026-01-09,SENSEX,48497.54
2026-01-12,SENSEX,48448.09
2026-01-13,SENSEX,48352.16
2026-01-14,SENSEX,48267.89
2026-01-15,SENSEX,48420.34
2026-01-16,SENSEX,48683.65
2026-01-19,SENSEX,48685.77
2026-01-20,SENSEX,48607.41
2026-01-21,SENSEX,48739.42
2026-01-22,SENSEX,48823.29
2026-01-23,SENSEX,48807.35
2026-01-26,SENSEX,48807.68
2026-01-27,SENSEX,48650.57
2026-01-28,SENSEX,48723.35
2026-01-29,SENSEX,48807.47
2026-01-30,SENSEX,48739.19
2015-01-01,NIFTY50,7654.56
2015-01-02,NIFTY50,7602.59
2015-01-05,NIFTY50,7545.62
2015-01-06,NIFTY50,7479.94
2015-01-07,NIFTY50,7577.33
2015-01-08,NIFTY50,7638.0
2015-01-09,NIFTY50,7717.01
2015-01-12,NIFTY50,7736.08
2015-01-13,NIFTY50,7604.38
2015-01-14,NIFTY50,7604.52
2015-01-15,NIFTY50,7680.48
2015-01-16,NIFTY50,7706.57
2015-01-19,NIFTY50,7736.6
2015-01-20,NIFTY50,7844.98
2015-01-21,NIFTY50,7846.68
2015-01-22,NIFTY50,7769.0
2015-01-23,NIFTY50,7695.48
2015-01-26,NIFTY50,7742.9
2015-01-27,NIFTY50,7704.51
2015-01-28,NIFTY50,7526.18
2015-01-29,NIFTY50,7430.19
2015-01-30,NIFTY50,7297.11
2015-02-02,NIFTY50,7242.09
2015-02-03,NIFTY50,7148.65
2015-02-04,NIFTY50,7032.13
2015-02-05,NIFTY50,7030.93
2015-02-06,NIFTY50,7106.54
2015-02-09,NIFTY50,7069.74
2015-02-10,NIFTY50,7191.44
2015-02-11,NIFTY50,7093.6
2015-02-12,NIFTY50,6996.9
2015-02-13,NIFTY50,6807.68
2015-02-16,NIFTY50,6787.22
2015-02-17,NIFTY50,6700.33
2015-02-18,NIFTY50,6686.36
2015-02-19,NIFTY50,6822.38
2015-02-20,NIFTY50,6821.94
2015-02-23,NIFTY50,6833.77
2015-02-24,NIFTY50,6895.8
2015-02-25,NIFTY50,6729.95
2015-02-26,NIFTY50,6754.07
2015-02-27,NIFTY50,6799.39
2015-03-02,NIFTY50,6769.14
2015-03-03,NIFTY50,6695.52
2015-03-04,NIFTY50,6644.78
2015-03-05,NIFTY50,6626.92
2015-03-06,NIFTY50,6691.72
2015-03-09,NIFTY50,6767.82
2015-03-10,NIFTY50,6680.61
2015-03-11,NIFTY50,6776.78
2015-03-12,NIFTY50,6718.11
2015-03-13,NIFTY50,6730.29
2015-03-16,NIFTY50,6766.88
2015-03-17,NIFTY50,6895.77
2015-03-18,NIFTY50,7004.81
2015-03-19,NIFTY50,6915.88
2015-03-20,NIFTY50,6812.21
2015-03-23,NIFTY50,6764.08
2015-03-24,NIFTY50,6695.12
2015-03-25,NIFTY50,6527.46
2015-03-26,NIFTY50,6526.44
2015-03-27,NIFTY50,6643.56
2015-03-30,NIFTY50,6646.36
2015-03-31,NIFTY50,6521.83
2015-04-01,NIFTY50,6529.43
2015-04-02,NIFTY50,6521.6
2015-04-03,NIFTY50,6736.74
2015-04-06,NIFTY50,6799.67
2015-04-07,NIFTY50,6821.07
2015-04-08,NIFTY50,6789.82
2015-04-09,NIFTY50,6908.68
2015-04-10,NIFTY50,6849.97
2015-04-13,NIFTY50,6942.17
2015-04-14,NIFTY50,6964.41
2015-04-15,NIFTY50,7100.04
2015-04-16,NIFTY50,7032.14
2015-04-17,NIFTY50,6869.66
2015-04-20,NIFTY50,6832.98
2015-04-21,NIFTY50,6905.87
2015-04-22,NIFTY50,6954.44
2015-04-23,NIFTY50,7032.74
2015-04-24,NIFTY50,7074.05
2015-04-27,NIFTY50,7109.06
2015-04-28,NIFTY50,7169.66
2015-04-29,NIFTY50,7249.64
2015-04-30,NIFTY50,7115.53
2015-05-01,NIFTY50,7068.62
2015-05-04,NIFTY50,7001.36
2015-05-05,NIFTY50,6980.66
2015-05-06,NIFTY50,7000.94
2015-05-07,NIFTY50,6973.03
2015-05-08,NIFTY50,7074.72
2015-05-11,NIFTY50,6956.86
2015-05-12,NIFTY50,6821.48
2015-05-13,NIFTY50,6875.07
2015-05-14,NIFTY50,6836.64
2015-05-15,NIFTY50,6992.51
2015-05-18,NIFTY50,6915.5
2015-05-19,NIFTY50,6951.33
2015-05-20,NIFTY50,6994.89
2015-05-21,NIFTY50,7081.67
2015-05-22,NIFTY50,6984.4
2015-05-25,NIFTY50,7044.4
2015-05-26,NIFTY50,7075.42
2015-05-27,NIFTY50,7039.62
2015-05-28,NIFTY50,6977.13
2015-05-29,NIFTY50,7001.92
2015-06-01,NIFTY50,7150.44
2015-06-02,NIFTY50,7224.6
2015-06-03,NIFTY50,7269.93
2015-06-04,NIFTY50,7402.42
2015-06-05,NIFTY50,7536.87
2015-06-08,NIFTY50,7396.11
2015-06-09,NIFTY50,7474.68
2015-06-10,NIFTY50,7451.44
2015-06-11,NIFTY50,7520.16
2015-06-12,NIFTY50,7572.34
2015-06-15,NIFTY50,7491.03
2015-06-16,NIFTY50,7462.19
2015-06-17,NIFTY50,7531.89
2015-06-18,NIFTY50,7677.99
2015-06-19,NIFTY50,7673.1
2015-06-22,NIFTY50,7769.1
2015-06-23,NIFTY50,7731.87
2015-06-24,NIFTY50,7544.59
2015-06-25,NIFTY50,7518.73
2015-06-26,NIFTY50,7557.47
2015-06-29,NIFTY50,7555.65
2015-06-30,NIFTY50,7566.42
2015-07-01,NIFTY50,7568.1
2015-07-02,NIFTY50,7441.31
2015-07-03,NIFTY50,7397.52
2015-07-06,NIFTY50,7488.31
2015-07-07,NIFTY50,7529.98
2015-07-08,NIFTY50,7294.47
2015-07-09,NIFTY50,7365.28
2015-07-10,NIFTY50,7507.77
2015-07-13,NIFTY50,7507.41
2015-07-14,NIFTY50,7523.11
2015-07-15,NIFTY50,7545.93
2015-07-16,NIFTY50,7594.91
2015-07-17,NIFTY50,7715.88
2015-07-20,NIFTY50,7709.64
2015-07-21,NIFTY50,7767.78
2015-07-22,NIFTY50,7826.63
2015-07-23,NIFTY50,7850.3
2015-07-24,NIFTY50,7773.57
2015-07-27,NIFTY50,7828.58
2015-07-28,NIFTY50,7877.59
2015-07-29,NIFTY50,7906.29
2015-07-30,NIFTY50,7833.12
2015-07-31,NIFTY50,7893.86
2015-08-03,NIFTY50,7799.24
2015-08-04,NIFTY50,7763.17
2015-08-05,NIFTY50,7877.95
2015-08-06,NIFTY50,7879.29
2015-08-07,NIFTY50,7944.88
2015-08-10,NIFTY50,7988.18
2015-08-11,NIFTY50,7973.73
2015-08-12,NIFTY50,7989.08
2015-08-13,NIFTY50,7985.51
2015-08-14,NIFTY50,8020.7
2015-08-17,NIFTY50,7975.72
2015-08-18,NIFTY50,7910.6
2015-08-19,NIFTY50,7905.97
2015-08-20,NIFTY50,7903.0
2015-08-21,NIFTY50,7862.91
2015-08-24,NIFTY50,7832.95
2015-08-25,NIFTY50,7692.18
2015-08-26,NIFTY50,7694.37
2015-08-27,NIFTY50,7822.68
2015-08-28,NIFTY50,7900.02
2015-08-31,NIFTY50,7853.75
2015-09-01,NIFTY50,7808.62
2015-09-02,NIFTY50,7879.6
2015-09-03,NIFTY50,7981.55
2015-09-04,NIFTY50,7914.53
2015-09-07,NIFTY50,7985.66
2015-09-08,NIFTY50,7942.46
2015-09-09,NIFTY50,7832.79
2015-09-10,NIFTY50,8004.55
2015-09-11,NIFTY50,8097.07
2015-09-14,NIFTY50,8119.32
2015-09-15,NIFTY50,8170.73
2015-09-16,NIFTY50,8112.63
2015-09-17,NIFTY50,8143.05
2015-09-18,NIFTY50,7969.94
2015-09-21,NIFTY50,8041.14
2015-09-22,NIFTY50,8010.03
2015-09-23,NIFTY50,8006.37
2015-09-24,NIFTY50,7934.3
2015-09-25,NIFTY50,7873.15
2015-09-28,NIFTY50,8038.4
2015-09-29,NIFTY50,7946.46
2015-09-30,NIFTY50,7903.65
2015-10-01,NIFTY50,7808.4
2015-10-02,NIFTY50,7795.98
2015-10-05,NIFTY50,7815.16
2015-10-06,NIFTY50,7754.98
2015-10-07,NIFTY50,7713.94
2015-10-08,NIFTY50,7784.11
