date,company,volume
2017-07-12,TATAPOWER,829133
2017-07-13,TATAPOWER,571440
2017-07-14,TATAPOWER,822614
2017-07-17,TATAPOWER,609935
2017-07-18,TATAPOWER,687808
2017-07-19,TATAPOWER,1323708
2017-07-20,TATAPOWER,1007359
2017-07-21,TATAPOWER,620132
2017-07-24,TATAPOWER,836310
2017-07-25,TATAPOWER,838772
2017-07-26,TATAPOWER,753044
2017-07-27,TATAPOWER,959295
2017-07-28,TATAPOWER,833761
2017-07-31,TATAPOWER,931289
2017-08-01,TATAPOWER,934666
2017-08-02,TATAPOWER,615285
2017-08-03,TATAPOWER,615436
2017-08-04,TATAPOWER,694443
2017-08-07,TATAPOWER,760454
2017-08-08,TATAPOWER,794813
2017-08-09,TATAPOWER,714700
2017-08-10,TATAPOWER,806395
2017-08-11,TATAPOWER,846009
2017-08-14,TATAPOWER,838692
2017-08-15,TATAPOWER,716055
2017-08-16,TATAPOWER,655952
2017-08-17,TATAPOWER,543389
2017-08-18,TATAPOWER,550648
2017-08-21,TATAPOWER,2123812
2017-08-22,TATAPOWER,690406
2017-08-23,TATAPOWER,923745
2017-08-24,TATAPOWER,908515
2017-08-25,TATAPOWER,687135
2017-08-28,TATAPOWER,897431
2017-08-29,TATAPOWER,838777
2017-08-30,TATAPOWER,944573
2017-08-31,TATAPOWER,671197
2017-09-01,TATAPOWER,791938
2017-09-04,TATAPOWER,810111
2017-09-05,TATAPOWER,599857
2017-09-06,TATAPOWER,951461
2017-09-07,TATAPOWER,856331
2017-09-08,TATAPOWER,564883
2017-09-11,TATAPOWER,961389
2017-09-12,TATAPOWER,855508
2017-09-13,TATAPOWER,564188
2017-09-14,TATAPOWER,735257
2017-09-15,TATAPOWER,687184
2017-09-18,TATAPOWER,813481
2017-09-19,TATAPOWER,537846
2017-09-20,TATAPOWER,613560
2017-09-21,TATAPOWER,859784
2017-09-22,TATAPOWER,607547
2017-09-25,TATAPOWER,907168
2017-09-26,TATAPOWER,727502
2017-09-27,TATAPOWER,901150
2017-09-28,TATAPOWER,1787473
2017-09-29,TATAPOWER,693611
2017-10-02,TATAPOWER,933917
2017-10-03,TATAPOWER,774652
2017-10-04,TATAPOWER,902248
2017-10-05,TATAPOWER,874061
2017-10-06,TATAPOWER,686348
2017-10-09,TATAPOWER,694852
2017-10-10,TATAPOWER,527395
2017-10-11,TATAPOWER,605108
2017-10-12,TATAPOWER,688523
2017-10-13,TATAPOWER,616616
2017-10-16,TATAPOWER,635367
2017-10-17,TATAPOWER,913019
2017-10-18,TATAPOWER,729310
2017-10-19,TATAPOWER,646389
2017-10-20,TATAPOWER,517666
2017-10-23,TATAPOWER,646741
2017-10-24,TATAPOWER,689860
2017-10-25,TATAPOWER,875682
2017-10-26,TATAPOWER,851644
2017-10-27,TATAPOWER,613632
2017-10-30,TATAPOWER,642783
2017-10-31,TATAPOWER,580788
2017-11-01,TATAPOWER,1580291
2017-11-02,TATAPOWER,591239
2017-11-03,TATAPOWER,512662
2017-11-06,TATAPOWER,625054
2017-11-07,TATAPOWER,698536
2017-11-08,TATAPOWER,665173
2017-11-09,TATAPOWER,735535
2017-11-10,TATAPOWER,920244
2017-11-13,TATAPOWER,564493
2017-11-14,TATAPOWER,715377
2017-11-15,TATAPOWER,547175
2017-11-16,TATAPOWER,730053
2017-11-17,TATAPOWER,540801
2017-11-20,TATAPOWER,745394
2017-11-21,TATAPOWER,863773
2017-11-22,TATAPOWER,1039821
2017-11-23,TATAPOWER,791539
2017-11-24,TATAPOWER,773612
2017-11-27,TATAPOWER,667031
2017-11-28,TATAPOWER,581484
2017-11-29,TATAPOWER,806872
2017-11-30,TATAPOWER,555223
2017-12-01,TATAPOWER,846542
2017-12-04,TATAPOWER,620380
2017-12-05,TATAPOWER,504777
2017-12-06,TATAPOWER,590554
2017-12-07,TATAPOWER,563383
2017-12-08,TATAPOWER,739697
2017-12-11,TATAPOWER,528458
2017-12-12,TATAPOWER,557010
2017-12-13,TATAPOWER,771808
2017-12-14,TATAPOWER,644611
2017-12-15,TATAPOWER,895704
2017-12-18,TATAPOWER,669677
2017-12-19,TATAPOWER,601431
2017-12-20,TATAPOWER,694152
2017-12-21,TATAPOWER,718717
2017-12-22,TATAPOWER,639194
2017-12-25,TATAPOWER,632314
2017-12-26,TATAPOWER,896992
2017-12-27,TATAPOWER,507091
2017-12-28,TATAPOWER,727880
2017-12-29,TATAPOWER,700699
2018-01-01,TATAPOWER,491572
2018-01-02,TATAPOWER,855697
2018-01-03,TATAPOWER,847869
2018-01-04,TATAPOWER,2118985
2018-01-05,TATAPOWER,822933
2018-01-08,TATAPOWER,749477
2018-01-09,TATAPOWER,526217
2018-01-10,TATAPOWER,600524
2018-01-11,TATAPOWER,601437
2018-01-12,TATAPOWER,644020
2018-01-15,TATAPOWER,696963
2018-01-16,TATAPOWER,877372
2018-01-17,TATAPOWER,516376
2018-01-18,TATAPOWER,723520
2018-01-19,TATAPOWER,764503
2018-01-22,TATAPOWER,1719187
2018-01-23,TATAPOWER,832970
2018-01-24,TATAPOWER,505410
2018-01-25,TATAPOWER,707233
2018-01-26,TATAPOWER,588506
2018-01-29,TATAPOWER,1967613
2018-01-30,TATAPOWER,551037
2018-01-31,TATAPOWER,874257
2018-02-01,TATAPOWER,860534
2018-02-02,TATAPOWER,1722819
2018-02-05,TATAPOWER,830928
2018-02-06,TATAPOWER,653974
2018-02-07,TATAPOWER,816735
2018-02-08,TATAPOWER,588517
2018-02-09,TATAPOWER,695974
2018-02-12,TATAPOWER,582084
2018-02-13,TATAPOWER,485184
2018-02-14,TATAPOWER,868260
2018-02-15,TATAPOWER,732824
2018-02-16,TATAPOWER,707376
2018-02-19,TATAPOWER,688469
2018-02-20,TATAPOWER,828309
2018-02-21,TATAPOWER,680215
2018-02-22,TATAPOWER,502685
2018-02-23,TATAPOWER,493114
2018-02-26,TATAPOWER,879372
2018-02-27,TATAPOWER,856374
2018-02-28,TATAPOWER,722630
2018-03-01,TATAPOWER,758540
2018-03-02,TATAPOWER,733575
2018-03-05,TATAPOWER,577006
2018-03-06,TATAPOWER,820612
2018-03-07,TATAPOWER,610537
2018-03-08,TATAPOWER,800973
2018-03-09,TATAPOWER,571726
2018-03-12,TATAPOWER,565676
2018-03-13,TATAPOWER,777877
2018-03-14,TATAPOWER,765937
2018-03-15,TATAPOWER,646721
2018-03-16,TATAPOWER,794536
2018-03-19,TATAPOWER,737348
2018-03-20,TATAPOWER,505131
2018-03-21,TATAPOWER,607512
2018-03-22,TATAPOWER,856430
2018-03-23,TATAPOWER,729297
2018-03-26,TATAPOWER,805126
2018-03-27,TATAPOWER,656057
2018-03-28,TATAPOWER,562213
2018-03-29,TATAPOWER,511672
2018-03-30,TATAPOWER,747774
2018-04-02,TATAPOWER,629622
2018-04-03,TATAPOWER,564048
2018-04-04,TATAPOWER,729115
2018-04-05,TATAPOWER,729307
2018-04-06,TATAPOWER,618066
2018-04-09,TATAPOWER,840596
2018-04-10,TATAPOWER,639270
2018-04-11,TATAPOWER,861016
2018-04-12,TATAPOWER,839631
2018-04-13,TATAPOWER,744511
2018-04-16,TATAPOWER,586015
2018-04-17,TATAPOWER,723343
2018-04-18,TATAPOWER,822718
2018-04-19,TATAPOWER,480083
2018-04-20,TATAPOWER,618349
2018-04-23,TATAPOWER,674673
2018-04-24,TATAPOWER,748625
2018-04-25,TATAPOWER,750723
2018-04-26,TATAPOWER,789255
2018-04-27,TATAPOWER,469944
2018-04-30,TATAPOWER,741738
2018-05-01,TATAPOWER,502297
2018-05-02,TATAPOWER,590351
2018-05-03,TATAPOWER,499048
2018-05-04,TATAPOWER,803287
2018-05-07,TATAPOWER,474998
2018-05-08,TATAPOWER,607345
2018-05-09,TATAPOWER,656324
2018-05-10,TATAPOWER,769750
2018-05-11,TATAPOWER,791051
2018-05-14,TATAPOWER,563097
2018-05-15,TATAPOWER,497156
2018-05-16,TATAPOWER,470913
2018-05-17,TATAPOWER,551332
2018-05-18,TATAPOWER,777904
2018-05-21,TATAPOWER,1300311
2018-05-22,TATAPOWER,656353
2018-05-23,TATAPOWER,641844
2018-05-24,TATAPOWER,587972
2018-05-25,TATAPOWER,593524
2018-05-28,TATAPOWER,618074
2018-05-29,TATAPOWER,844238
2018-05-30,TATAPOWER,612279
2018-05-31,TATAPOWER,644550
2018-06-01,TATAPOWER,1462586
2018-06-04,TATAPOWER,701575
2018-06-05,TATAPOWER,726625
2018-06-06,TATAPOWER,648429
2018-06-07,TATAPOWER,462026
2018-06-08,TATAPOWER,648547
2018-06-11,TATAPOWER,706348
2018-06-12,TATAPOWER,524407
2018-06-13,TATAPOWER,631638
2018-06-14,TATAPOWER,634350
2018-06-15,TATAPOWER,598777
2018-06-18,TATAPOWER,691500
2018-06-19,TATAPOWER,534093
2018-06-20,TATAPOWER,553748
2018-06-21,TATAPOWER,717038
2018-06-22,TATAPOWER,601913
2018-06-25,TATAPOWER,488141
2018-06-26,TATAPOWER,616989
2018-06-27,TATAPOWER,1535418
2018-06-28,TATAPOWER,506885
2018-06-29,TATAPOWER,692810
2018-07-02,TATAPOWER,570606
2018-07-03,TATAPOWER,756568
2018-07-04,TATAPOWER,660969
2018-07-05,TATAPOWER,668513
2018-07-06,TATAPOWER,652523
2018-07-09,TATAPOWER,820860
2018-07-10,TATAPOWER,729054
2018-07-11,TATAPOWER,579963
2018-07-12,TATAPOWER,511098
2018-07-13,TATAPOWER,475254
2018-07-16,TATAPOWER,782825
2018-07-17,TATAPOWER,665642
2018-07-18,TATAPOWER,671794
2018-07-19,TATAPOWER,629696
2018-07-20,TATAPOWER,809930
2018-07-23,TATAPOWER,619564
2018-07-24,TATAPOWER,735150
2018-07-25,TATAPOWER,535164
2018-07-26,TATAPOWER,723287
2018-07-27,TATAPOWER,480341
2018-07-30,TATAPOWER,630682
2018-07-31,TATAPOWER,630630
2018-08-01,TATAPOWER,527999
2018-08-02,TATAPOWER,647386
2018-08-03,TATAPOWER,777250
2018-08-06,TATAPOWER,745318
2018-08-07,TATAPOWER,819038
2018-08-08,TATAPOWER,482402
2018-08-09,TATAPOWER,678579
2018-08-10,TATAPOWER,680506
2018-08-13,TATAPOWER,786712
2018-08-14,TATAPOWER,805366
2018-08-15,TATAPOWER,484258
2018-08-16,TATAPOWER,523735
2018-08-17,TATAPOWER,579939
2018-08-20,TATAPOWER,514484
2018-08-21,TATAPOWER,688771
2018-08-22,TATAPOWER,751799
2018-08-23,TATAPOWER,820298
2018-08-24,TATAPOWER,769602
2018-08-27,TATAPOWER,799748
2018-08-28,TATAPOWER,826634
2018-08-29,TATAPOWER,815085
2018-08-30,TATAPOWER,662773
2018-08-31,TATAPOWER,596353
2018-09-03,TATAPOWER,813129
2018-09-04,TATAPOWER,765477
2018-09-05,TATAPOWER,829872
2018-09-06,TATAPOWER,659581
2018-09-07,TATAPOWER,492077
2018-09-10,TATAPOWER,514312
2018-09-11,TATAPOWER,754926
2018-09-12,TATAPOWER,764194
2018-09-13,TATAPOWER,664368
2018-09-14,TATAPOWER,731738
2018-09-17,TATAPOWER,599988
2018-09-18,TATAPOWER,584591
2018-09-19,TATAPOWER,815091
2018-09-20,TATAPOWER,619031
2018-09-21,TATAPOWER,638950
2018-09-24,TATAPOWER,664486
2018-09-25,TATAPOWER,810401
2018-09-26,TATAPOWER,765043
2018-09-27,TATAPOWER,624492
2018-09-28,TATAPOWER,710602
2018-10-01,TATAPOWER,679294
2018-10-02,TATAPOWER,606872
2018-10-03,TATAPOWER,625525
2018-10-04,TATAPOWER,711668
2018-10-05,TATAPOWER,530486
2018-10-08,TATAPOWER,744165
2018-10-09,TATAPOWER,524552
2018-10-10,TATAPOWER,674612
2018-10-11,TATAPOWER,653735
2018-10-12,TATAPOWER,488103
2018-10-15,TATAPOWER,765197
2018-10-16,TATAPOWER,715683
2018-10-17,TATAPOWER,628645
2018-10-18,TATAPOWER,587330
2018-10-19,TATAPOWER,797903
2018-10-22,TATAPOWER,818659
2018-10-23,TATAPOWER,731916
2018-10-24,TATAPOWER,750359
2018-10-25,TATAPOWER,1485317
2018-10-26,TATAPOWER,757676
2018-10-29,TATAPOWER,539001
2018-10-30,TATAPOWER,834581
2018-10-31,TATAPOWER,656031
2018-11-01,TATAPOWER,488153
2018-11-02,TATAPOWER,549655
2018-11-05,TATAPOWER,643373
2018-11-06,TATAPOWER,612653
2018-11-07,TATAPOWER,711411
2018-11-08,TATAPOWER,791743
2018-11-09,TATAPOWER,697140
2018-11-12,TATAPOWER,712429
2018-11-13,TATAPOWER,566669
2018-11-14,TATAPOWER,740091
2018-11-15,TATAPOWER,689694
2018-11-16,TATAPOWER,629816
2018-11-19,TATAPOWER,768652
2018-11-20,TATAPOWER,746857
2018-11-21,TATAPOWER,480035
2018-11-22,TATAPOWER,777323
2018-11-23,TATAPOWER,731427
2018-11-26,TATAPOWER,727118
2018-11-27,TATAPOWER,512481
2018-11-28,TATAPOWER,597893
2018-11-29,TATAPOWER,715380
2018-11-30,TATAPOWER,653768
2018-12-03,TATAPOWER,496086
2018-12-04,TATAPOWER,780335
2018-12-05,TATAPOWER,479436
2018-12-06,TATAPOWER,500564
2018-12-07,TATAPOWER,762806
2018-12-10,TATAPOWER,852998
2018-12-11,TATAPOWER,797236
2018-12-12,TATAPOWER,519874
2018-12-13,TATAPOWER,804295
2018-12-14,TATAPOWER,865310
2018-12-17,TATAPOWER,538312
2018-12-18,TATAPOWER,808138
2018-12-19,TATAPOWER,695506
2018-12-20,TATAPOWER,587281
2018-12-21,TATAPOWER,531118
2018-12-24,TATAPOWER,553645
2018-12-25,TATAPOWER,611931
2018-12-26,TATAPOWER,602917
2018-12-27,TATAPOWER,775096
2018-12-28,TATAPOWER,710808
2018-12-31,TATAPOWER,787133
2019-01-01,TATAPOWER,690627
2019-01-02,TATAPOWER,565272
2019-01-03,TATAPOWER,531169
2019-01-04,TATAPOWER,708356
2019-01-07,TATAPOWER,755276
2019-01-08,TATAPOWER,523699
2019-01-09,TATAPOWER,624099
2019-01-10,TATAPOWER,491071
2019-01-11,TATAPOWER,567993
2019-01-14,TATAPOWER,589714
2019-01-15,TATAPOWER,559253
2019-01-16,TATAPOWER,851227
2019-01-17,TATAPOWER,876602
2019-01-18,TATAPOWER,752447
2019-01-21,TATAPOWER,823735
2019-01-22,TATAPOWER,1901894
2019-01-23,TATAPOWER,860388
2019-01-24,TATAPOWER,865916
2019-01-25,TATAPOWER,817746
2019-01-28,TATAPOWER,518173
2019-01-29,TATAPOWER,620166
2019-01-30,TATAPOWER,728379
2019-01-31,TATAPOWER,634231
2019-02-01,TATAPOWER,705379
2019-02-04,TATAPOWER,696935
2019-02-05,TATAPOWER,816912
2019-02-06,TATAPOWER,510575
2019-02-07,TATAPOWER,499896
2019-02-08,TATAPOWER,534958
2019-02-11,TATAPOWER,852904
2019-02-12,TATAPOWER,661706
2019-02-13,TATAPOWER,781882
2019-02-14,TATAPOWER,697453
2019-02-15,TATAPOWER,517014
2019-02-18,TATAPOWER,875683
2019-02-19,TATAPOWER,816201
2019-02-20,TATAPOWER,691185
2019-02-21,TATAPOWER,648694
2019-02-22,TATAPOWER,650225
2019-02-25,TATAPOWER,783193
2019-02-26,TATAPOWER,823445
2019-02-27,TATAPOWER,613339
2019-02-28,TATAPOWER,638951
2019-03-01,TATAPOWER,526367
2019-03-04,TATAPOWER,582723
2019-03-05,TATAPOWER,742412
2019-03-06,TATAPOWER,885018
2019-03-07,TATAPOWER,577057
2019-03-08,TATAPOWER,658220
2019-03-11,TATAPOWER,680196
2019-03-12,TATAPOWER,853345
2019-03-13,TATAPOWER,556752
2019-03-14,TATAPOWER,792691
2019-03-15,TATAPOWER,542627
2019-03-18,TATAPOWER,835936
2019-03-19,TATAPOWER,667766
2019-03-20,TATAPOWER,790650
2019-03-21,TATAPOWER,775927
2019-03-22,TATAPOWER,769055
2019-03-25,TATAPOWER,790533
2019-03-26,TATAPOWER,625104
2019-03-27,TATAPOWER,530317
2019-03-28,TATAPOWER,596743
2019-03-29,TATAPOWER,610535
2019-04-01,TATAPOWER,803071
2019-04-02,TATAPOWER,549253
2019-04-03,TATAPOWER,832305
2019-04-04,TATAPOWER,580102
2019-04-05,TATAPOWER,796422
2019-04-08,TATAPOWER,834248
2019-04-09,TATAPOWER,864304
2019-04-10,TATAPOWER,679025
2019-04-11,TATAPOWER,745070
2019-04-12,TATAPOWER,665173
2019-04-15,TATAPOWER,648650
2019-04-16,TATAPOWER,629109
2019-04-17,TATAPOWER,703792
2019-04-18,TATAPOWER,578122
2019-04-19,TATAPOWER,678153
2019-04-22,TATAPOWER,571334
2019-04-23,TATAPOWER,802784
2019-04-24,TATAPOWER,747900
2019-04-25,TATAPOWER,500597
2019-04-26,TATAPOWER,590767
2019-04-29,TATAPOWER,641179
2019-04-30,TATAPOWER,787666
2019-05-01,TATAPOWER,757613
2019-05-02,TATAPOWER,615017
2019-05-03,TATAPOWER,717713
2019-05-06,TATAPOWER,1224382
2019-05-07,TATAPOWER,682427
2019-05-08,TATAPOWER,888220
2019-05-09,TATAPOWER,848117
2019-05-10,TATAPOWER,670354
2019-05-13,TATAPOWER,574873
2019-05-14,TATAPOWER,735269
2019-05-15,TATAPOWER,542989
2019-05-16,TATAPOWER,707068
2019-05-17,TATAPOWER,509961
2019-05-20,TATAPOWER,661388
2019-05-21,TATAPOWER,669535
2019-05-22,TATAPOWER,562761
2019-05-23,TATAPOWER,763184
2019-05-24,TATAPOWER,908301
2019-05-27,TATAPOWER,655189
2019-05-28,TATAPOWER,858034
2019-05-29,TATAPOWER,838636
2019-05-30,TATAPOWER,818965
2019-05-31,TATAPOWER,537608
2019-06-03,TATAPOWER,830960
2019-06-04,TATAPOWER,597148
2019-06-05,TATAPOWER,701823
2019-06-06,TATAPOWER,549658
2019-06-07,TATAPOWER,779497
2019-06-10,TATAPOWER,721755
2019-06-11,TATAPOWER,660672
2019-06-12,TATAPOWER,738570
2019-06-13,TATAPOWER,590542
2019-06-14,TATAPOWER,617658
2019-06-17,TATAPOWER,729553
2019-06-18,TATAPOWER,832396
2019-06-19,TATAPOWER,732773
2019-06-20,TATAPOWER,919528
2019-06-21,TATAPOWER,934085
2019-06-24,TATAPOWER,914451
2019-06-25,TATAPOWER,704977
2019-06-26,TATAPOWER,817149
2019-06-27,TATAPOWER,736188
2019-06-28,TATAPOWER,963000
2019-07-01,TATAPOWER,791294
2019-07-02,TATAPOWER,543973
2019-07-03,TATAPOWER,677991
2019-07-04,TATAPOWER,827328
2019-07-05,TATAPOWER,880757
2019-07-08,TATAPOWER,798699
2019-07-09,TATAPOWER,910437
2019-07-10,TATAPOWER,856084
2019-07-11,TATAPOWER,629418
2019-07-12,TATAPOWER,622890
2019-07-15,TATAPOWER,746190
2019-07-16,TATAPOWER,934868
2019-07-17,TATAPOWER,710361
2019-07-18,TATAPOWER,641559
2019-07-19,TATAPOWER,947757
2019-07-22,TATAPOWER,890956
2019-07-23,TATAPOWER,846853
2019-07-24,TATAPOWER,641677
2019-07-25,TATAPOWER,817131
2019-07-26,TATAPOWER,745837
2019-07-29,TATAPOWER,557226
2019-07-30,TATAPOWER,801950
2019-07-31,TATAPOWER,785762
2019-08-01,TATAPOWER,707403
2019-08-02,TATAPOWER,726452
2019-08-05,TATAPOWER,602094
2019-08-06,TATAPOWER,948836
2019-08-07,TATAPOWER,892794
2019-08-08,TATAPOWER,947397
2019-08-09,TATAPOWER,577770
2019-08-12,TATAPOWER,576838
2019-08-13,TATAPOWER,562965
2019-08-14,TATAPOWER,979900
2019-08-15,TATAPOWER,573897
2019-08-16,TATAPOWER,662579
2019-08-19,TATAPOWER,766016
2019-08-20,TATAPOWER,880643
2019-08-21,TATAPOWER,794662
2019-08-22,TATAPOWER,746688
2019-08-23,TATAPOWER,768575
2019-08-26,TATAPOWER,624536
2019-08-27,TATAPOWER,646625
2019-08-28,TATAPOWER,698473
2019-08-29,TATAPOWER,780359
2019-08-30,TATAPOWER,788185
2019-09-02,TATAPOWER,856985
2019-09-03,TATAPOWER,812815
2019-09-04,TATAPOWER,633653
2019-09-05,TATAPOWER,708496
2019-09-06,TATAPOWER,678090
2019-09-09,TATAPOWER,646048
2019-09-10,TATAPOWER,720104
2019-09-11,TATAPOWER,916594
2019-09-12,TATAPOWER,950054
2019-09-13,TATAPOWER,997802
2019-09-16,TATAPOWER,775580
2019-09-17,TATAPOWER,754162
2019-09-18,TATAPOWER,758140
2019-09-19,TATAPOWER,853284
2019-09-20,TATAPOWER,853045
2019-09-23,TATAPOWER,890292
2019-09-24,TATAPOWER,560526
2019-09-25,TATAPOWER,680326
2019-09-26,TATAPOWER,948758
2019-09-27,TATAPOWER,594480
2019-09-30,TATAPOWER,567273
2019-10-01,TATAPOWER,795976
2019-10-02,TATAPOWER,797223
2019-10-03,TATAPOWER,814167
2019-10-04,TATAPOWER,609425
2019-10-07,TATAPOWER,635111
2019-10-08,TATAPOWER,622431
2019-10-09,TATAPOWER,898053
2019-10-10,TATAPOWER,1027491
2019-10-11,TATAPOWER,849735
2019-10-14,TATAPOWER,782126
2019-10-15,TATAPOWER,933272
2019-10-16,TATAPOWER,591733
2019-10-17,TATAPOWER,1045173
2019-10-18,TATAPOWER,697661
2019-10-21,TATAPOWER,761752
2019-10-22,TATAPOWER,620717
2019-10-23,TATAPOWER,669059
2019-10-24,TATAPOWER,928844
2019-10-25,TATAPOWER,854949
2019-10-28,TATAPOWER,649184
2019-10-29,TATAPOWER,708199
2019-10-30,TATAPOWER,779965
2019-10-31,TATAPOWER,1019366
2019-11-01,TATAPOWER,875847
2019-11-04,TATAPOWER,723609
2019-11-05,TATAPOWER,1024572
2019-11-06,TATAPOWER,583720
2019-11-07,TATAPOWER,913589
2019-11-08,TATAPOWER,658122
2019-11-11,TATAPOWER,878222
2019-11-12,TATAPOWER,1017754
2019-11-13,TATAPOWER,1059812
2019-11-14,TATAPOWER,606601
2019-11-15,TATAPOWER,903446
2019-11-18,TATAPOWER,769312
2019-11-19,TATAPOWER,1074730
2019-11-20,TATAPOWER,960025
2019-11-21,TATAPOWER,948850
2019-11-22,TATAPOWER,833530
2019-11-25,TATAPOWER,660687
2019-11-26,TATAPOWER,983755
2019-11-27,TATAPOWER,975430
2019-11-28,TATAPOWER,1020679
2019-11-29,TATAPOWER,1070833
2019-12-02,TATAPOWER,616972
2019-12-03,TATAPOWER,850611
2019-12-04,TATAPOWER,1018611
2019-12-05,TATAPOWER,954621
2019-12-06,TATAPOWER,840881
2019-12-09,TATAPOWER,811979
2019-12-10,TATAPOWER,1084979
2019-12-11,TATAPOWER,896648
2019-12-12,TATAPOWER,919397
2019-12-13,TATAPOWER,918295
2019-12-16,TATAPOWER,658876
2019-12-17,TATAPOWER,1051343
2019-12-18,TATAPOWER,819004
2019-12-19,TATAPOWER,955484
2019-12-20,TATAPOWER,751721
2019-12-23,TATAPOWER,933388
2019-12-24,TATAPOWER,729738
2019-12-25,TATAPOWER,600202
2019-12-26,TATAPOWER,874280
2019-12-27,TATAPOWER,1058059
2019-12-30,TATAPOWER,647908
2019-12-31,TATAPOWER,1107118
2020-01-01,TATAPOWER,969768
2020-01-02,TATAPOWER,919960
2020-01-03,TATAPOWER,644001
2020-01-06,TATAPOWER,917621
2020-01-07,TATAPOWER,915172
2020-01-08,TATAPOWER,777074
2020-01-09,TATAPOWER,1099291
2020-01-10,TATAPOWER,824853
2020-01-13,TATAPOWER,924303
2020-01-14,TATAPOWER,910878
2020-01-15,TATAPOWER,967910
2020-01-16,TATAPOWER,616374
2020-01-17,TATAPOWER,1041754
2020-01-20,TATAPOWER,628945
2020-01-21,TATAPOWER,609740
2020-01-22,TATAPOWER,864714
2020-01-23,TATAPOWER,1122980
2020-01-24,TATAPOWER,1094032
2020-01-27,TATAPOWER,643170
2020-01-28,TATAPOWER,942867
2020-01-29,TATAPOWER,615115
2020-01-30,TATAPOWER,998878
2020-01-31,TATAPOWER,993282
2020-02-03,TATAPOWER,656967
2020-02-04,TATAPOWER,2963803
2020-02-05,TATAPOWER,932567
2020-02-06,TATAPOWER,1026065
2020-02-07,TATAPOWER,960586
2020-02-10,TATAPOWER,682489
2020-02-11,TATAPOWER,646830
2020-02-12,TATAPOWER,791411
2020-02-13,TATAPOWER,891021
2020-02-14,TATAPOWER,976023
2020-02-17,TATAPOWER,1101415
2020-02-18,TATAPOWER,937981
2020-02-19,TATAPOWER,717866
2020-02-20,TATAPOWER,771353
2020-02-21,TATAPOWER,919412
2020-02-24,TATAPOWER,828170
2020-02-25,TATAPOWER,1116559
2020-02-26,TATAPOWER,1140161
2020-02-27,TATAPOWER,858912
2020-02-28,TATAPOWER,698113
2020-03-02,TATAPOWER,686019
2020-03-03,TATAPOWER,787765
2020-03-04,TATAPOWER,987258
2020-03-05,TATAPOWER,681589
2020-03-06,TATAPOWER,1125178
2020-03-09,TATAPOWER,672674
2020-03-10,TATAPOWER,893986
2020-03-11,TATAPOWER,1087698
2020-03-12,TATAPOWER,1067001
2020-03-13,TATAPOWER,1144884
2020-03-16,TATAPOWER,901108
2020-03-17,TATAPOWER,828622
2020-03-18,TATAPOWER,751695
2020-03-19,TATAPOWER,733481
2020-03-20,TATAPOWER,783786
2020-03-23,TATAPOWER,726203
2020-03-24,TATAPOWER,833177
2020-03-25,TATAPOWER,1090226
2020-03-26,TATAPOWER,659693
2020-03-27,TATAPOWER,658319
2020-03-30,TATAPOWER,1007957
2020-03-31,TATAPOWER,998138
2020-04-01,TATAPOWER,687532
2020-04-02,TATAPOWER,941577
2020-04-03,TATAPOWER,1138580
2020-04-06,TATAPOWER,910639
2020-04-07,TATAPOWER,805036
2020-04-08,TATAPOWER,719097
2020-04-09,TATAPOWER,1071793
2020-04-10,TATAPOWER,888664
2020-04-13,TATAPOWER,741594
2020-04-14,TATAPOWER,932843
2020-04-15,TATAPOWER,1022991
2020-04-16,TATAPOWER,797116
2020-04-17,TATAPOWER,1058093
2020-04-20,TATAPOWER,989647
2020-04-21,TATAPOWER,823838
2020-04-22,TATAPOWER,917996
2020-04-23,TATAPOWER,860378
2020-04-24,TATAPOWER,1138753
2020-04-27,TATAPOWER,1127080
2020-04-28,TATAPOWER,644168
2020-04-29,TATAPOWER,1097049
2020-04-30,TATAPOWER,721265
2020-05-01,TATAPOWER,965632
2020-05-04,TATAPOWER,1131140
2020-05-05,TATAPOWER,948112
2020-05-06,TATAPOWER,898492
2020-05-07,TATAPOWER,1104518
2020-05-08,TATAPOWER,884402
2020-05-11,TATAPOWER,777945
2020-05-12,TATAPOWER,700664
2020-05-13,TATAPOWER,943118
2020-05-14,TATAPOWER,1033658
2020-05-15,TATAPOWER,1115925
2020-05-18,TATAPOWER,796853
2020-05-19,TATAPOWER,910327
2020-05-20,TATAPOWER,797408
2020-05-21,TATAPOWER,990727
2020-05-22,TATAPOWER,1071727
2020-05-25,TATAPOWER,860277
2020-05-26,TATAPOWER,875263
2020-05-27,TATAPOWER,738722
2020-05-28,TATAPOWER,795895
2020-05-29,TATAPOWER,1077689
2020-06-01,TATAPOWER,1043680
2020-06-02,TATAPOWER,788353
2020-06-03,TATAPOWER,656551
2020-06-04,TATAPOWER,781910
2020-06-05,TATAPOWER,774412
2020-06-08,TATAPOWER,880168
2020-06-09,TATAPOWER,915390
2020-06-10,TATAPOWER,1194109
2020-06-11,TATAPOWER,1045797
2020-06-12,TATAPOWER,751949
2020-06-15,TATAPOWER,1043749
2020-06-16,TATAPOWER,789808
2020-06-17,TATAPOWER,942020
2020-06-18,TATAPOWER,3092187
2020-06-19,TATAPOWER,1096529
2020-06-22,TATAPOWER,1033928
2020-06-23,TATAPOWER,1613538
2020-06-24,TATAPOWER,1082935
2020-06-25,TATAPOWER,1061850
2020-06-26,TATAPOWER,1176350
