date,company,sentiment_score
2016-11-01,HDFCBANK,0.54
2016-11-02,HDFCBANK,0.591
2016-11-03,HDFCBANK,0.629
2016-11-04,HDFCBANK,0.354
2016-11-07,HDFCBANK,0.578
2016-11-08,HDFCBANK,0.549
2016-11-09,HDFCBANK,0.548
2016-11-10,HDFCBANK,0.413
2016-11-11,HDFCBANK,0.946
2016-11-14,HDFCBANK,0.599
2016-11-15,HDFCBANK,0.534
2016-11-16,HDFCBANK,0.395
2016-11-17,HDFCBANK,0.442
2016-11-18,HDFCBANK,0.479
2016-11-21,HDFCBANK,0.523
2016-11-22,HDFCBANK,0.566
2016-11-23,HDFCBANK,0.445
2016-11-24,HDFCBANK,0.37
2016-11-25,HDFCBANK,0.624
2016-11-28,HDFCBANK,0.559
2016-11-29,HDFCBANK,0.356
2016-11-30,HDFCBANK,0.612
2016-12-01,HDFCBANK,0.352
2016-12-02,HDFCBANK,0.538
2016-12-05,HDFCBANK,0.515
2016-12-06,HDFCBANK,0.372
2016-12-07,HDFCBANK,0.373
2016-12-08,HDFCBANK,0.422
2016-12-09,HDFCBANK,0.58
2016-12-12,HDFCBANK,0.446
2016-12-13,HDFCBANK,0.489
2016-12-14,HDFCBANK,0.468
2016-12-15,HDFCBANK,0.349
2016-12-16,HDFCBANK,0.464
2016-12-19,HDFCBANK,0.546
2016-12-20,HDFCBANK,0.415
2016-12-21,HDFCBANK,0.602
2016-12-22,HDFCBANK,0.34
2016-12-23,HDFCBANK,0.461
2016-12-26,HDFCBANK,0.47
2016-12-27,HDFCBANK,0.628
2016-12-28,HDFCBANK,0.731
2016-12-29,HDFCBANK,0.52
2016-12-30,HDFCBANK,0.586
2017-01-02,HDFCBANK,0.562
2017-01-03,HDFCBANK,0.455
2017-01-04,HDFCBANK,0.546
2017-01-05,HDFCBANK,0.41
2017-01-06,HDFCBANK,0.413
2017-01-09,HDFCBANK,0.429
2017-01-10,HDFCBANK,0.4
2017-01-11,HDFCBANK,0.377
2017-01-12,HDFCBANK,0.61
2017-01-13,HDFCBANK,0.334
2017-01-16,HDFCBANK,0.391
2017-01-17,HDFCBANK,0.619
2017-01-18,HDFCBANK,0.375
2017-01-19,HDFCBANK,0.532
2017-01-20,HDFCBANK,0.455
2017-01-23,HDFCBANK,0.548
2017-01-24,HDFCBANK,0.437
2017-01-25,HDFCBANK,0.546
2017-01-26,HDFCBANK,0.563
2017-01-27,HDFCBANK,0.592
2017-01-30,HDFCBANK,0.512
2017-01-31,HDFCBANK,0.496
2017-02-01,HDFCBANK,0.482
2017-02-02,HDFCBANK,0.554
2017-02-03,HDFCBANK,0.547
2017-02-06,HDFCBANK,0.566
2017-02-07,HDFCBANK,0.416
2017-02-08,HDFCBANK,0.347
2017-02-09,HDFCBANK,0.356
2017-02-10,HDFCBANK,0.57
2017-02-13,HDFCBANK,0.573
2017-02-14,HDFCBANK,0.371
2017-02-15,HDFCBANK,0.52
2017-02-16,HDFCBANK,0.328
2017-02-17,HDFCBANK,0.537
2017-02-20,HDFCBANK,0.579
2017-02-21,HDFCBANK,0.481
2017-02-22,HDFCBANK,0.586
2017-02-23,HDFCBANK,0.478
2017-02-24,HDFCBANK,0.591
2017-02-27,HDFCBANK,0.477
2017-02-28,HDFCBANK,0.606
2017-03-01,HDFCBANK,0.394
2017-03-02,HDFCBANK,0.602
2017-03-03,HDFCBANK,0.361
2017-03-06,HDFCBANK,0.567
2017-03-07,HDFCBANK,0.327
2017-03-08,HDFCBANK,0.547
2017-03-09,HDFCBANK,0.509
2017-03-10,HDFCBANK,0.324
2017-03-13,HDFCBANK,0.553
2017-03-14,HDFCBANK,0.443
2017-03-15,HDFCBANK,0.488
2017-03-16,HDFCBANK,0.574
2017-03-17,HDFCBANK,0.337
2017-03-20,HDFCBANK,0.557
2017-03-21,HDFCBANK,0.356
2017-03-22,HDFCBANK,0.335
2017-03-23,HDFCBANK,0.599
2017-03-24,HDFCBANK,0.459
2017-03-27,HDFCBANK,0.553
2017-03-28,HDFCBANK,0.43
2017-03-29,HDFCBANK,0.592
2017-03-30,HDFCBANK,0.563
2017-03-31,HDFCBANK,0.556
2017-04-03,HDFCBANK,0.562
2017-04-04,HDFCBANK,0.527
2017-04-05,HDFCBANK,0.522
2017-04-06,HDFCBANK,0.34
2017-04-07,HDFCBANK,0.439
2017-04-10,HDFCBANK,0.341
2017-04-11,HDFCBANK,0.465
2017-04-12,HDFCBANK,0.393
2017-04-13,HDFCBANK,0.359
2017-04-14,HDFCBANK,0.343
2017-04-17,HDFCBANK,0.411
2017-04-18,HDFCBANK,0.341
2017-04-19,HDFCBANK,0.522
2017-04-20,HDFCBANK,0.341
2017-04-21,HDFCBANK,0.388
2017-04-24,HDFCBANK,0.405
2017-04-25,HDFCBANK,0.599
2017-04-26,HDFCBANK,0.415
2017-04-27,HDFCBANK,0.51
2017-04-28,HDFCBANK,0.523
2017-05-01,HDFCBANK,0.474
2017-05-02,HDFCBANK,0.341
2017-05-03,HDFCBANK,0.592
2017-05-04,HDFCBANK,0.428
2017-05-05,HDFCBANK,0.316
2017-05-08,HDFCBANK,0.455
2017-05-09,HDFCBANK,0.464
2017-05-10,HDFCBANK,0.501
2017-05-11,HDFCBANK,0.423
2017-05-12,HDFCBANK,0.577
2017-05-15,HDFCBANK,0.403
2017-05-16,HDFCBANK,0.446
2017-05-17,HDFCBANK,0.481
2017-05-18,HDFCBANK,0.621
2017-05-19,HDFCBANK,0.585
2017-05-22,HDFCBANK,0.479
2017-05-23,HDFCBANK,0.425
2017-05-24,HDFCBANK,0.344
2017-05-25,HDFCBANK,0.468
2017-05-26,HDFCBANK,0.57
2017-05-29,HDFCBANK,0.313
2017-05-30,HDFCBANK,0.427
2017-05-31,HDFCBANK,0.356
2017-06-01,HDFCBANK,0.381
2017-06-02,HDFCBANK,0.525
2017-06-05,HDFCBANK,0.302
2017-06-06,HDFCBANK,0.361
2017-06-07,HDFCBANK,0.516
2017-06-08,HDFCBANK,0.521
2017-06-09,HDFCBANK,0.518
2017-06-12,HDFCBANK,0.406
2017-06-13,HDFCBANK,0.286
2017-06-14,HDFCBANK,0.531
2017-06-15,HDFCBANK,0.416
2017-06-16,HDFCBANK,0.507
2017-06-19,HDFCBANK,0.435
2017-06-20,HDFCBANK,0.349
2017-06-21,HDFCBANK,0.518
2017-06-22,HDFCBANK,0.428
2017-06-23,HDFCBANK,0.409
2017-06-26,HDFCBANK,0.43
2017-06-27,HDFCBANK,0.56
2017-06-28,HDFCBANK,0.409
2017-06-29,HDFCBANK,0.491
2017-06-30,HDFCBANK,0.356
2017-07-03,HDFCBANK,0.471
2017-07-04,HDFCBANK,0.305
2017-07-05,HDFCBANK,0.474
2017-07-06,HDFCBANK,0.412
2017-07-07,HDFCBANK,0.377
2017-07-10,HDFCBANK,0.403
2017-07-11,HDFCBANK,0.497
2017-07-12,HDFCBANK,0.546
2017-07-13,HDFCBANK,0.36
2017-07-14,HDFCBANK,0.524
2017-07-17,HDFCBANK,0.307
2017-07-18,HDFCBANK,0.517
2017-07-19,HDFCBANK,0.38
2017-07-20,HDFCBANK,0.43
2017-07-21,HDFCBANK,0.346
2017-07-24,HDFCBANK,0.535
2017-07-25,HDFCBANK,0.525
2017-07-26,HDFCBANK,0.442
2017-07-27,HDFCBANK,0.311
2017-07-28,HDFCBANK,0.472
2017-07-31,HDFCBANK,0.449
2017-08-01,HDFCBANK,0.544
2017-08-02,HDFCBANK,0.46
2017-08-03,HDFCBANK,0.291
2017-08-04,HDFCBANK,0.413
2017-08-07,HDFCBANK,0.491
2017-08-08,HDFCBANK,0.518
2017-08-09,HDFCBANK,0.34
2017-08-10,HDFCBANK,0.374
2017-08-11,HDFCBANK,0.422
2017-08-14,HDFCBANK,0.441
2017-08-15,HDFCBANK,0.352
2017-08-16,HDFCBANK,0.358
2017-08-17,HDFCBANK,0.475
2017-08-18,HDFCBANK,0.472
2017-08-21,HDFCBANK,0.268
2017-08-22,HDFCBANK,0.421
2017-08-23,HDFCBANK,0.518
2017-08-24,HDFCBANK,0.413
2017-08-25,HDFCBANK,0.511
2017-08-28,HDFCBANK,0.288
2017-08-29,HDFCBANK,0.439
2017-08-30,HDFCBANK,0.415
2017-08-31,HDFCBANK,0.311
2017-09-01,HDFCBANK,0.281
2017-09-04,HDFCBANK,0.278
2017-09-05,HDFCBANK,0.352
2017-09-06,HDFCBANK,0.278
2017-09-07,HDFCBANK,0.468
2017-09-08,HDFCBANK,0.273
2017-09-11,HDFCBANK,0.474
2017-09-12,HDFCBANK,0.541
2017-09-13,HDFCBANK,0.388
2017-09-14,HDFCBANK,0.324
2017-09-15,HDFCBANK,0.406
2017-09-18,HDFCBANK,0.546
2017-09-19,HDFCBANK,0.477
2017-09-20,HDFCBANK,0.071
2017-09-21,HDFCBANK,0.316
2017-09-22,HDFCBANK,0.452
2017-09-25,HDFCBANK,0.475
2017-09-26,HDFCBANK,0.322
2017-09-27,HDFCBANK,0.504
2017-09-28,HDFCBANK,0.53
2017-09-29,HDFCBANK,0.503
2017-10-02,HDFCBANK,0.301
2017-10-03,HDFCBANK,0.361
2017-10-04,HDFCBANK,0.368
2017-10-05,HDFCBANK,0.285
2017-10-06,HDFCBANK,0.403
2017-10-09,HDFCBANK,0.261
2017-10-10,HDFCBANK,0.312
2017-10-11,HDFCBANK,0.355
2017-10-12,HDFCBANK,0.292
2017-10-13,HDFCBANK,0.514
2017-10-16,HDFCBANK,0.483
2017-10-17,HDFCBANK,0.486
2017-10-18,HDFCBANK,0.494
2017-10-19,HDFCBANK,0.276
2017-10-20,HDFCBANK,0.329
2017-10-23,HDFCBANK,0.434
2017-10-24,HDFCBANK,0.358
2017-10-25,HDFCBANK,0.234
2017-10-26,HDFCBANK,0.369
2017-10-27,HDFCBANK,0.252
2017-10-30,HDFCBANK,0.523
2017-10-31,HDFCBANK,0.504
2017-11-01,HDFCBANK,0.524
2017-11-02,HDFCBANK,0.236
2017-11-03,HDFCBANK,0.3
2017-11-06,HDFCBANK,0.265
2017-11-07,HDFCBANK,0.238
2017-11-08,HDFCBANK,0.413
2017-11-09,HDFCBANK,0.364
2017-11-10,HDFCBANK,0.411
2017-11-13,HDFCBANK,0.321
2017-11-14,HDFCBANK,0.505
2017-11-15,HDFCBANK,0.509
2017-11-16,HDFCBANK,0.347
2017-11-17,HDFCBANK,0.254
2017-11-20,HDFCBANK,0.505
2017-11-21,HDFCBANK,0.314
2017-11-22,HDFCBANK,0.426
2017-11-23,HDFCBANK,0.322
2017-11-24,HDFCBANK,0.339
2017-11-27,HDFCBANK,0.509
2017-11-28,HDFCBANK,0.249
2017-11-29,HDFCBANK,0.49
2017-11-30,HDFCBANK,0.308
2017-12-01,HDFCBANK,0.234
2017-12-04,HDFCBANK,0.27
2017-12-05,HDFCBANK,0.269
2017-12-06,HDFCBANK,0.446
2017-12-07,HDFCBANK,0.44
2017-12-08,HDFCBANK,0.332
2017-12-11,HDFCBANK,0.338
2017-12-12,HDFCBANK,0.279
2017-12-13,HDFCBANK,0.248
2017-12-14,HDFCBANK,0.329
2017-12-15,HDFCBANK,0.473
2017-12-18,HDFCBANK,0.418
2017-12-19,HDFCBANK,0.468
2017-12-20,HDFCBANK,0.338
2017-12-21,HDFCBANK,0.471
2017-12-22,HDFCBANK,0.383
2017-12-25,HDFCBANK,0.365
2017-12-26,HDFCBANK,0.473
2017-12-27,HDFCBANK,0.336
2017-12-28,HDFCBANK,0.481
2017-12-29,HDFCBANK,0.46
2018-01-01,HDFCBANK,0.283
2018-01-02,HDFCBANK,0.456
2018-01-03,HDFCBANK,0.468
2018-01-04,HDFCBANK,0.352
2018-01-05,HDFCBANK,0.488
2018-01-08,HDFCBANK,0.202
2018-01-09,HDFCBANK,0.355
2018-01-10,HDFCBANK,0.44
2018-01-11,HDFCBANK,0.257
2018-01-12,HDFCBANK,0.323
2018-01-15,HDFCBANK,0.2
2018-01-16,HDFCBANK,0.267
2018-01-17,HDFCBANK,0.428
2018-01-18,HDFCBANK,0.325
2018-01-19,HDFCBANK,0.474
2018-01-22,HDFCBANK,0.465
2018-01-23,HDFCBANK,0.254
2018-01-24,HDFCBANK,0.355
2018-01-25,HDFCBANK,0.296
2018-01-26,HDFCBANK,0.359
2018-01-29,HDFCBANK,0.228
2018-01-30,HDFCBANK,0.384
2018-01-31,HDFCBANK,0.263
2018-02-01,HDFCBANK,0.386
2018-02-02,HDFCBANK,0.451
2018-02-05,HDFCBANK,0.19
2018-02-06,HDFCBANK,0.276
2018-02-07,HDFCBANK,0.347
2018-02-08,HDFCBANK,0.442
2018-02-09,HDFCBANK,0.39
2018-02-12,HDFCBANK,0.354
2018-02-13,HDFCBANK,0.221
2018-02-14,HDFCBANK,0.286
2018-02-15,HDFCBANK,0.393
2018-02-16,HDFCBANK,0.475
2018-02-19,HDFCBANK,0.404
2018-02-20,HDFCBANK,0.356
2018-02-21,HDFCBANK,0.455
2018-02-22,HDFCBANK,0.196
2018-02-23,HDFCBANK,0.381
2018-02-26,HDFCBANK,0.684
2018-02-27,HDFCBANK,0.413
2018-02-28,HDFCBANK,0.295
2018-03-01,HDFCBANK,0.405
2018-03-02,HDFCBANK,0.319
2018-03-05,HDFCBANK,0.464
2018-03-06,HDFCBANK,0.189
2018-03-07,HDFCBANK,0.272
2018-03-08,HDFCBANK,0.453
2018-03-09,HDFCBANK,0.281
2018-03-12,HDFCBANK,0.445
2018-03-13,HDFCBANK,0.253
2018-03-14,HDFCBANK,0.422
2018-03-15,HDFCBANK,0.314
2018-03-16,HDFCBANK,0.293
2018-03-19,HDFCBANK,0.383
2018-03-20,HDFCBANK,0.215
2018-03-21,HDFCBANK,0.397
2018-03-22,HDFCBANK,0.364
2018-03-23,HDFCBANK,0.251
2018-03-26,HDFCBANK,0.394
2018-03-27,HDFCBANK,0.278
2018-03-28,HDFCBANK,0.398
2018-03-29,HDFCBANK,0.393
2018-03-30,HDFCBANK,0.368
2018-04-02,HDFCBANK,0.196
2018-04-03,HDFCBANK,0.352
2018-04-04,HDFCBANK,0.361
2018-04-05,HDFCBANK,0.219
2018-04-06,HDFCBANK,0.167
2018-04-09,HDFCBANK,0.451
2018-04-10,HDFCBANK,0.253
2018-04-11,HDFCBANK,0.344
2018-04-12,HDFCBANK,0.275
2018-04-13,HDFCBANK,0.346
2018-04-16,HDFCBANK,0.317
2018-04-17,HDFCBANK,0.293
2018-04-18,HDFCBANK,0.275
2018-04-19,HDFCBANK,0.437
2018-04-20,HDFCBANK,0.165
2018-04-23,HDFCBANK,0.399
2018-04-24,HDFCBANK,0.243
2018-04-25,HDFCBANK,0.323
2018-04-26,HDFCBANK,0.33
2018-04-27,HDFCBANK,0.218
2018-04-30,HDFCBANK,0.311
2018-05-01,HDFCBANK,0.409
2018-05-02,HDFCBANK,0.321
2018-05-03,HDFCBANK,0.322
2018-05-04,HDFCBANK,0.202
2018-05-07,HDFCBANK,0.385
2018-05-08,HDFCBANK,0.276
2018-05-09,HDFCBANK,0.217
2018-05-10,HDFCBANK,0.257
2018-05-11,HDFCBANK,0.277
2018-05-14,HDFCBANK,0.371
2018-05-15,HDFCBANK,0.387
2018-05-16,HDFCBANK,0.276
2018-05-17,HDFCBANK,0.384
2018-05-18,HDFCBANK,0.408
2018-05-21,HDFCBANK,0.328
2018-05-22,HDFCBANK,0.193
2018-05-23,HDFCBANK,0.256
2018-05-24,HDFCBANK,0.208
2018-05-25,HDFCBANK,0.199
2018-05-28,HDFCBANK,0.382
2018-05-29,HDFCBANK,0.201
2018-05-30,HDFCBANK,0.399
2018-05-31,HDFCBANK,0.199
2018-06-01,HDFCBANK,0.354
2018-06-04,HDFCBANK,0.43
2018-06-05,HDFCBANK,0.197
2018-06-06,HDFCBANK,0.2
2018-06-07,HDFCBANK,0.201
2018-06-08,HDFCBANK,0.378
2018-06-11,HDFCBANK,0.141
2018-06-12,HDFCBANK,0.245
2018-06-13,HDFCBANK,0.125
2018-06-14,HDFCBANK,0.204
2018-06-15,HDFCBANK,0.257
2018-06-18,HDFCBANK,0.179
2018-06-19,HDFCBANK,0.424
2018-06-20,HDFCBANK,0.318
2018-06-21,HDFCBANK,0.17
2018-06-22,HDFCBANK,0.356
2018-06-25,HDFCBANK,0.208
2018-06-26,HDFCBANK,-0.186
2018-06-27,HDFCBANK,0.413
2018-06-28,HDFCBANK,0.556
2018-06-29,HDFCBANK,0.163
2018-07-02,HDFCBANK,0.176
2018-07-03,HDFCBANK,0.275
2018-07-04,HDFCBANK,0.176
2018-07-05,HDFCBANK,0.252
2018-07-06,HDFCBANK,0.181
2018-07-09,HDFCBANK,0.259
2018-07-10,HDFCBANK,0.417
2018-07-11,HDFCBANK,0.22
2018-07-12,HDFCBANK,0.39
2018-07-13,HDFCBANK,0.268
2018-07-16,HDFCBANK,0.342
2018-07-17,HDFCBANK,0.134
2018-07-18,HDFCBANK,0.277
2018-07-19,HDFCBANK,0.2
2018-07-20,HDFCBANK,0.33
2018-07-23,HDFCBANK,0.174
2018-07-24,HDFCBANK,0.371
2018-07-25,HDFCBANK,0.257
2018-07-26,HDFCBANK,0.3
2018-07-27,HDFCBANK,0.233
2018-07-30,HDFCBANK,0.135
2018-07-31,HDFCBANK,0.28
2018-08-01,HDFCBANK,0.147
2018-08-02,HDFCBANK,0.346
2018-08-03,HDFCBANK,0.666
2018-08-06,HDFCBANK,0.158
2018-08-07,HDFCBANK,0.376
2018-08-08,HDFCBANK,0.32
2018-08-09,HDFCBANK,0.27
2018-08-10,HDFCBANK,0.18
2018-08-13,HDFCBANK,0.28
2018-08-14,HDFCBANK,0.226
2018-08-15,HDFCBANK,0.29
2018-08-16,HDFCBANK,0.172
2018-08-17,HDFCBANK,0.137
2018-08-20,HDFCBANK,0.258
2018-08-21,HDFCBANK,0.165
2018-08-22,HDFCBANK,0.121
2018-08-23,HDFCBANK,0.143
2018-08-24,HDFCBANK,0.215
2018-08-27,HDFCBANK,0.362
2018-08-28,HDFCBANK,0.517
2018-08-29,HDFCBANK,0.295
2018-08-30,HDFCBANK,0.381
2018-08-31,HDFCBANK,0.364
2018-09-03,HDFCBANK,0.327
2018-09-04,HDFCBANK,0.273
2018-09-05,HDFCBANK,0.18
2018-09-06,HDFCBANK,0.193
2018-09-07,HDFCBANK,0.211
2018-09-10,HDFCBANK,0.212
2018-09-11,HDFCBANK,0.399
2018-09-12,HDFCBANK,0.172
2018-09-13,HDFCBANK,0.193
2018-09-14,HDFCBANK,0.156
2018-09-17,HDFCBANK,0.395
2018-09-18,HDFCBANK,0.382
2018-09-19,HDFCBANK,0.165
2018-09-20,HDFCBANK,0.122
2018-09-21,HDFCBANK,0.202
2018-09-24,HDFCBANK,0.309
2018-09-25,HDFCBANK,0.278
2018-09-26,HDFCBANK,0.24
2018-09-27,HDFCBANK,0.157
2018-09-28,HDFCBANK,0.362
2018-10-01,HDFCBANK,0.232
2018-10-02,HDFCBANK,0.338
2018-10-03,HDFCBANK,0.149
2018-10-04,HDFCBANK,0.18
2018-10-05,HDFCBANK,0.173
2018-10-08,HDFCBANK,0.252
2018-10-09,HDFCBANK,0.271
2018-10-10,HDFCBANK,0.116
2018-10-11,HDFCBANK,0.311
2018-10-12,HDFCBANK,0.181
2018-10-15,HDFCBANK,0.207
2018-10-16,HDFCBANK,0.2
2018-10-17,HDFCBANK,0.124
2018-10-18,HDFCBANK,0.095
2018-10-19,HDFCBANK,0.335
2018-10-22,HDFCBANK,0.256
2018-10-23,HDFCBANK,0.196
2018-10-24,HDFCBANK,0.353
2018-10-25,HDFCBANK,0.364
2018-10-26,HDFCBANK,0.324
2018-10-29,HDFCBANK,0.331
2018-10-30,HDFCBANK,0.146
2018-10-31,HDFCBANK,0.317
2018-11-01,HDFCBANK,0.37
2018-11-02,HDFCBANK,0.335
2018-11-05,HDFCBANK,0.207
2018-11-06,HDFCBANK,0.309
2018-11-07,HDFCBANK,0.192
2018-11-08,HDFCBANK,0.095
2018-11-09,HDFCBANK,0.093
2018-11-12,HDFCBANK,-0.13
2018-11-13,HDFCBANK,0.215
2018-11-14,HDFCBANK,0.171
2018-11-15,HDFCBANK,0.134
2018-11-16,HDFCBANK,0.305
2018-11-19,HDFCBANK,0.085
2018-11-20,HDFCBANK,0.2
2018-11-21,HDFCBANK,0.16
2018-11-22,HDFCBANK,0.269
2018-11-23,HDFCBANK,0.68
2018-11-26,HDFCBANK,0.267
2018-11-27,HDFCBANK,0.199
2018-11-28,HDFCBANK,0.253
2018-11-29,HDFCBANK,0.264
2018-11-30,HDFCBANK,0.177
2018-12-03,HDFCBANK,0.229
2018-12-04,HDFCBANK,0.107
2018-12-05,HDFCBANK,0.324
2018-12-06,HDFCBANK,0.231
2018-12-07,HDFCBANK,0.161
2018-12-10,HDFCBANK,0.354
2018-12-11,HDFCBANK,0.223
2018-12-12,HDFCBANK,0.289
2018-12-13,HDFCBANK,0.102
2018-12-14,HDFCBANK,0.195
2018-12-17,HDFCBANK,0.245
2018-12-18,HDFCBANK,0.129
2018-12-19,HDFCBANK,0.299
2018-12-20,HDFCBANK,0.36
2018-12-21,HDFCBANK,0.182
2018-12-24,HDFCBANK,0.169
2018-12-25,HDFCBANK,0.334
2018-12-26,HDFCBANK,0.284
2018-12-27,HDFCBANK,0.148
2018-12-28,HDFCBANK,0.165
2018-12-31,HDFCBANK,0.103
2019-01-01,HDFCBANK,0.115
2019-01-02,HDFCBANK,0.274
2019-01-03,HDFCBANK,0.347
2019-01-04,HDFCBANK,0.286
2019-01-07,HDFCBANK,0.131
2019-01-08,HDFCBANK,0.336
2019-01-09,HDFCBANK,0.112
2019-01-10,HDFCBANK,0.279
2019-01-11,HDFCBANK,0.364
2019-01-14,HDFCBANK,0.102
2019-01-15,HDFCBANK,0.109
2019-01-16,HDFCBANK,0.102
2019-01-17,HDFCBANK,-0.002
2019-01-18,HDFCBANK,0.246
2019-01-21,HDFCBANK,0.204
2019-01-22,HDFCBANK,0.299
2019-01-23,HDFCBANK,0.078
2019-01-24,HDFCBANK,0.315
2019-01-25,HDFCBANK,0.14
2019-01-28,HDFCBANK,0.132
2019-01-29,HDFCBANK,0.083
2019-01-30,HDFCBANK,0.316
2019-01-31,HDFCBANK,0.345
2019-02-01,HDFCBANK,0.24
2019-02-04,HDFCBANK,0.229
2019-02-05,HDFCBANK,0.293
2019-02-06,HDFCBANK,0.258
2019-02-07,HDFCBANK,0.019
2019-02-08,HDFCBANK,0.078
2019-02-11,HDFCBANK,0.091
2019-02-12,HDFCBANK,0.218
2019-02-13,HDFCBANK,0.1
2019-02-14,HDFCBANK,0.254
2019-02-15,HDFCBANK,0.219
2019-02-18,HDFCBANK,0.18
2019-02-19,HDFCBANK,0.319
2019-02-20,HDFCBANK,0.301
2019-02-21,HDFCBANK,0.14
2019-02-22,HDFCBANK,0.195
2019-02-25,HDFCBANK,0.208
2019-02-26,HDFCBANK,0.334
2019-02-27,HDFCBANK,0.294
2019-02-28,HDFCBANK,0.351
2019-03-01,HDFCBANK,0.108
2019-03-04,HDFCBANK,0.194
2019-03-05,HDFCBANK,0.138
2019-03-06,HDFCBANK,0.213
2019-03-07,HDFCBANK,0.136
2019-03-08,HDFCBANK,0.203
2019-03-11,HDFCBANK,0.294
2019-03-12,HDFCBANK,0.325
2019-03-13,HDFCBANK,0.229
2019-03-14,HDFCBANK,0.153
2019-03-15,HDFCBANK,0.214
2019-03-18,HDFCBANK,0.322
2019-03-19,HDFCBANK,0.192
2019-03-20,HDFCBANK,0.328
2019-03-21,HDFCBANK,0.29
2019-03-22,HDFCBANK,0.066
2019-03-25,HDFCBANK,0.086
2019-03-26,HDFCBANK,0.52
2019-03-27,HDFCBANK,0.241
2019-03-28,HDFCBANK,0.269
2019-03-29,HDFCBANK,0.179
2019-04-01,HDFCBANK,0.079
2019-04-02,HDFCBANK,0.161
2019-04-03,HDFCBANK,0.105
2019-04-04,HDFCBANK,0.31
2019-04-05,HDFCBANK,0.06
2019-04-08,HDFCBANK,0.112
2019-04-09,HDFCBANK,0.188
2019-04-10,HDFCBANK,0.185
2019-04-11,HDFCBANK,0.298
2019-04-12,HDFCBANK,0.277
2019-04-15,HDFCBANK,0.313
2019-04-16,HDFCBANK,0.346
2019-04-17,HDFCBANK,0.321
2019-04-18,HDFCBANK,0.089
2019-04-19,HDFCBANK,0.155
2019-04-22,HDFCBANK,0.136
2019-04-23,HDFCBANK,0.218
2019-04-24,HDFCBANK,0.301
2019-04-25,HDFCBANK,0.272
2019-04-26,HDFCBANK,0.302
2019-04-29,HDFCBANK,0.167
2019-04-30,HDFCBANK,0.214
2019-05-01,HDFCBANK,0.297
2019-05-02,HDFCBANK,0.139
2019-05-03,HDFCBANK,0.142
2019-05-06,HDFCBANK,0.071
2019-05-07,HDFCBANK,0.062
2019-05-08,HDFCBANK,0.115
2019-05-09,HDFCBANK,0.234
2019-05-10,HDFCBANK,0.091
2019-05-13,HDFCBANK,0.217
2019-05-14,HDFCBANK,0.064
2019-05-15,HDFCBANK,0.7
2019-05-16,HDFCBANK,0.338
2019-05-17,HDFCBANK,0.058
2019-05-20,HDFCBANK,0.217
2019-05-21,HDFCBANK,0.28
2019-05-22,HDFCBANK,0.267
2019-05-23,HDFCBANK,0.164
2019-05-24,HDFCBANK,0.162
2019-05-27,HDFCBANK,0.191
2019-05-28,HDFCBANK,0.253
2019-05-29,HDFCBANK,0.434
2019-05-30,HDFCBANK,0.156
2019-05-31,HDFCBANK,0.108
2019-06-03,HDFCBANK,0.295
2019-06-04,HDFCBANK,0.272
2019-06-05,HDFCBANK,0.261
2019-06-06,HDFCBANK,0.228
2019-06-07,HDFCBANK,0.27
2019-06-10,HDFCBANK,0.206
2019-06-11,HDFCBANK,0.125
2019-06-12,HDFCBANK,0.086
2019-06-13,HDFCBANK,0.114
2019-06-14,HDFCBANK,0.255
2019-06-17,HDFCBANK,0.302
2019-06-18,HDFCBANK,0.108
2019-06-19,HDFCBANK,0.052
2019-06-20,HDFCBANK,0.179
2019-06-21,HDFCBANK,0.199
2019-06-24,HDFCBANK,0.288
2019-06-25,HDFCBANK,0.161
2019-06-26,HDFCBANK,0.274
2019-06-27,HDFCBANK,0.103
2019-06-28,HDFCBANK,0.183
2019-07-01,HDFCBANK,0.123
2019-07-02,HDFCBANK,0.113
2019-07-03,HDFCBANK,0.196
2019-07-04,HDFCBANK,0.33
2019-07-05,HDFCBANK,0.162
2019-07-08,HDFCBANK,0.268
2019-07-09,HDFCBANK,0.314
2019-07-10,HDFCBANK,0.137
2019-07-11,HDFCBANK,0.293
2019-07-12,HDFCBANK,0.297
2019-07-15,HDFCBANK,0.234
2019-07-16,HDFCBANK,0.292
2019-07-17,HDFCBANK,0.108
2019-07-18,HDFCBANK,0.068
2019-07-19,HDFCBANK,0.191
2019-07-22,HDFCBANK,0.078
2019-07-23,HDFCBANK,0.083
2019-07-24,HDFCBANK,0.199
2019-07-25,HDFCBANK,0.203
2019-07-26,HDFCBANK,0.235
2019-07-29,HDFCBANK,0.324
2019-07-30,HDFCBANK,0.128
2019-07-31,HDFCBANK,0.114
2019-08-01,HDFCBANK,0.241
2019-08-02,HDFCBANK,0.184
2019-08-05,HDFCBANK,0.311
2019-08-06,HDFCBANK,0.281
2019-08-07,HDFCBANK,0.166
2019-08-08,HDFCBANK,0.311
2019-08-09,HDFCBANK,0.243
2019-08-12,HDFCBANK,0.336
2019-08-13,HDFCBANK,0.307
2019-08-14,HDFCBANK,0.111
2019-08-15,HDFCBANK,0.343
2019-08-16,HDFCBANK,0.189
2019-08-19,HDFCBANK,0.346
2019-08-20,HDFCBANK,0.166
2019-08-21,HDFCBANK,0.191
2019-08-22,HDFCBANK,0.229
2019-08-23,HDFCBANK,0.348
2019-08-26,HDFCBANK,0.072
2019-08-27,HDFCBANK,0.159
